,intent_name,input,result
266,미수령/미배송 문의,미수령 상품 신고하면 기다리기만 하면 될까요,미수령/미배송 문의
267,미수령/미배송 문의,미수령 상품 신고 후에 제가 해야 될 건 없나요,미수령/미배송 문의
268,미수령/미배송 문의,미수령 상품 신고,미수령/미배송 문의
269,미수령/미배송 문의,미수령 문의 했는데 왠 엉뚱한 답변이 오나요,상품 하자 및 품질 불량 문의
270,미수령/미배송 문의,미수령 건 확인 부탁드립니다,미수령/미배송 문의
271,미수령/미배송 문의,미배송 신고했는데 처리는 어떻게 되는 거죠,미수령/미배송 문의
272,미수령/미배송 문의,"못 받은 배송 물품 신고했는데, 이제 어떡해요",미수령/미배송 문의
273,미수령/미배송 문의,1:1 문의 넣기도 하고 미수령 신고도 했는데 답변없어 연락드립니다,미수령/미배송 문의
274,미수령/미배송 문의,택배가 안왔어요,회수/수거 지연 문의
275,미수령/미배송 문의,택배가 안왔습니다,배송 문제 및 오배송 문의
276,미수령/미배송 문의,택배가 안 왔어요,회수/수거 지연 문의
277,미수령/미배송 문의,택배가 아직 안왔어요,회수/수거 지연 문의
278,미수령/미배송 문의,택배가 도착하지 않았는데 수령 했다는 알람이 떠요,미수령/미배송 문의
279,미수령/미배송 문의,상품이도착안했는데 배송완료라고 뜹니다,미수령/미배송 문의
280,미수령/미배송 문의,상품이 안왔습니다,배송 문제 및 오배송 문의
281,미수령/미배송 문의,상품이 배송되지 않았어요,상품 교환/반품 관련
282,미수령/미배송 문의,상품이 도착하지 않았어요,상품 하자 및 품질 불량 문의
283,미수령/미배송 문의,2개가 안왔어요,미수령/미배송 문의
284,배송지연/조회 관련,왜 배송이 늦어지는지 이유를 알고 싶어요 품절이라면 빨리 취소하고 다시 주문해야하니 빨리 알려주세요,배송지연/조회 관련
285,배송지연/조회 관련,왜 발송 안 하심,회수/수거 지연 문의
286,배송지연/조회 관련,옷이 안오네요,배송 문제 및 오배송 문의
287,배송지연/조회 관련,얼마나 발송지연되나요,회수/수거 지연 문의
288,배송지연/조회 관련,어떤 이유로 건강깔창을 안 보내고 있나요,미수령/미배송 문의
289,배송지연/조회 관련,아직 받지도 못하고 환불도 안되고,환불/취소 문의
290,배송지연/조회 관련,아니 왜 배송을 안해요,주문/반품/교환 취소 철회
291,배송지연/조회 관련,상품이 왜 이렇게 늦게 오는 건가요,배송 문제 및 오배송 문의
292,배송지연/조회 관련,상품의 배송이 왜 지연되고 있는지 궁금합니다,회수/수거 지연 문의
293,배송지연/조회 관련,상품의 배송이 왜 이렇게 늦고 있는지 이유를 알고 싶습니다,해외직구/통관 절차 문의
294,배송지연/조회 관련,상품 출고가 안되는데,배송지연/조회 관련
295,배송지연/조회 관련,배송지연이 너무 오래걸립니다,배송지연/조회 관련
296,배송지연/조회 관련,배송지연된다고 연락이 왔는데 배송이 얼마나 늦어지는지 궁금합니다,배송 문제 및 오배송 문의
297,배송지연/조회 관련,배송지연 한달,배송지연/조회 관련
298,배송지연/조회 관련,배송지연 이유,배송지연/조회 관련
299,배송지연/조회 관련,배송지연 연락이 오고 나선 아무 연락이 없습니다 마냥 기다리기만 하기엔 답답하네요,배송 문제 및 오배송 문의
300,배송지연/조회 관련,배송지연 사유,배송지연/조회 관련
301,배송지연/조회 관련,배송지연 너무 오래되는거 아닙니까,배송지연/조회 관련
302,배송지연/조회 관련,배송이 진짜 느리네,해외직구/통관 절차 문의
303,배송지연/조회 관련,배송이 지연되어서 짜증나네요,배송방법(픽업/배송) 변경
304,배송지연/조회 관련,"배송이 이렇게 늦어지는데, 그 원인을 알고 싶어요",배송지연/조회 관련
305,배송지연/조회 관련,배송이 왜 이렇게 지연되고 있는지 정확한 이유를 알려주세요,배송지연/조회 관련
306,배송지연/조회 관련,배송이 예정된 시간보다 왜 더 오래 걸리고 있는 건가요,배송지연/조회 관련
307,배송지연/조회 관련,배송이 안와,미수령/미배송 문의
308,배송지연/조회 관련,배송이 안옴,미수령/미배송 문의
309,배송지연/조회 관련,배송이 안되고 있습니다,미수령/미배송 문의
310,배송지연/조회 관련,배송이 말도 안되게 늦네요,해외직구/통관 절차 문의
311,배송지연/조회 관련,배송이 늦어지는 이유가 뭐죠,배송지연/조회 관련
312,배송지연/조회 관련,"배송이 느리네, 택배비도 별도인데",배송지연/조회 관련
313,배송지연/조회 관련,배송이 느리네,해외직구/통관 절차 문의
314,배송지연/조회 관련,배송이 느려도 너무 느려요,해외직구/통관 절차 문의
315,배송지연/조회 관련,배송이 너무 지연되네요,회수/수거 지연 문의
316,배송지연/조회 관련,배송이 너무 안되고 있어요,배송 문제 및 오배송 문의
317,배송지연/조회 관련,배송이 너무 늦어지는 듯 한데,배송지연/조회 관련
318,배송지연/조회 관련,"배송이 너무 느립니다, 무슨 문제가 있는지요",배송 문제 및 오배송 문의
319,배송지연/조회 관련,배송이 너무 느리시네요 요즘 세상에 뭐이리 늦어요,배송지연/조회 관련
320,배송지연/조회 관련,배송이 너무 느려,배송 문제 및 오배송 문의
321,배송지연/조회 관련,배송은 안오고,배송 문제 및 오배송 문의
322,배송지연/조회 관련,배송 지연에 대해 어떤 문제가 발생했는지 이유를 알 수 있을까요,배송지연/조회 관련
323,배송지연/조회 관련,배송 지연 안내 받았는데,배송지연/조회 관련
324,배송지연/조회 관련,배송 왜 안해요 대체,주문/반품/교환 취소 철회
325,배송지연/조회 관련,배송 도대체 언제하는거에요,주문취소 후 재결제 관련
326,배송지연/조회 관련,발송해주세요,배송 가능 시간 문의
327,배송지연/조회 관련,발송한다는 메시지가 온지 2일이 지났는데 아무 연락이 없습니다,배송 문제 및 오배송 문의
328,배송지연/조회 관련,"발송지연인가요, 품절인가요",배송지연/조회 관련
329,배송지연/조회 관련,발송지연이 언제까지 되는것인지요,회수/수거 지연 문의
330,배송지연/조회 관련,발송지연이 뭔가요,배송지연/조회 관련
331,배송지연/조회 관련,발송지연은 왜 되는거야,배송지연/조회 관련
332,배송지연/조회 관련,발송지연에 대해 알아보고 연락준다더니 왜 연락이 없나요,배송지연/조회 관련
333,배송지연/조회 관련,발송지연 조회,배송지연/조회 관련
334,배송지연/조회 관련,발송지연 알아봐주신다고 하셨는데 연락이 안 오네요,배송지연/조회 관련
335,배송지연/조회 관련,발송지연 상품이 배송이 되긴 하는 건지 문의드립니다,회수/수거 지연 문의
336,배송지연/조회 관련,발송지연 된 상품 확인,배송지연/조회 관련
337,배송지연/조회 관련,발송지연,회수/수거 지연 문의
338,배송지연/조회 관련,발송이 오래 걸리네요,배송지연/조회 관련
339,배송지연/조회 관련,발송이 너무 안되고 있어요,배송 가능 시간 문의
340,배송지연/조회 관련,발송불가는 왜 되는거야,주문/서비스 취소 요청
341,배송지연/조회 관련,발송불가가 뭐지요,주문/서비스 취소 요청
342,배송지연/조회 관련,발송불가 조회,주문/서비스 취소 요청
343,배송지연/조회 관련,발송불가,주문/서비스 취소 요청
344,배송지연/조회 관련,발송 지연,배송지연/조회 관련
345,배송지연/조회 관련,"발송 일정이 확인이 계속 안되고, 배송이 너무 지연되고 있어요",배송지연/조회 관련
346,배송지연/조회 관련,발송 안 하나요,배송 가능 시간 문의
347,배송지연/조회 관련,발송 불가,주문/서비스 취소 요청
348,배송지연/조회 관련,발송 밀린 상품 확인,배송 가능 시간 문의
349,배송지연/조회 관련,발송 밀린 상품,주문/서비스 취소 요청
350,배송지연/조회 관련,발송 늦춰진 상품,주문/서비스 취소 요청
351,배송지연/조회 관련,물건이 안오고 있음,미수령/미배송 문의
352,배송지연/조회 관련,물건 주문한지 꽤 됐는데 배송이 안되네요,배송지연/조회 관련
353,배송지연/조회 관련,문자로 배송 지연된다고 연락왔는데 기다릴게요,배송 문제 및 오배송 문의
354,배송지연/조회 관련,문의 답변도 없고 상품 출고도 안되고 장난하세요,미수령/미배송 문의
355,배송지연/조회 관련,마트 배송이 너무 늦어요,배송지연/조회 관련
356,배송지연/조회 관련,롯데온에 시킨 상품은 배송지연이 많나요,배송지연/조회 관련
357,배송지연/조회 관련,도대체 언제 오는지 배송은 시작도 안하고 뭐죠,배송 문제 및 오배송 문의
358,배송지연/조회 관련,다른 쇼핑앱에는 재고가 있던데 제품수급이 한참 걸리는게 이해가 안되네요,배송지연/조회 관련
359,배송지연/조회 관련,늦게도 오네요,배송지연/조회 관련
360,배송지연/조회 관련,국내배송을 이주 롯데온 정말 미친거 아니야,배송 문제 및 오배송 문의
361,배송지연/조회 관련,8일째 제품이 언제 발송될지도 모르는 상황인데 확인좀해주세요. 이러다 주말 또 지나면 주문한지 2주가 돼요,배송지연/조회 관련
362,배송지연/조회 관련,17일 주문 건인데 아직 오지도 않고,배송지연/조회 관련
363,다중배송 관련,여러 곳으로 배송할 때 추가 비용이 발생하는지 궁금합니다,다중배송 관련
364,다중배송 관련,여러 곳으로 배송하는 방법이 있나요,다중배송 관련
365,다중배송 관련,여러 곳으로 배송하는 건 가능한가요,다중배송 관련
366,다중배송 관련,여러 곳으로 배송지 등록하는 방법,다중배송 관련
367,다중배송 관련,여러 곳으로 배송이 가능한지 확인하고 싶어요,다중배송 관련
368,다중배송 관련,여러 곳으로 배송시킬려면 명절 장바구니 이용하면 되나요,다중배송 관련
369,다중배송 관련,여러 곳으로 배송시 추가 비용이 발생하는지 궁금합니다,다중배송 관련
370,다중배송 관련,여러 곳으로 배송될 수 있게 다중 배송지를 등록하는 것이 가능한지 알려주세요,다중배송 관련
371,다중배송 관련,여러 곳으로 배송 시키고 싶어요 가능한지 확인해주세요,다중배송 관련
372,다중배송 관련,여러 곳으로 배송 보내고 싶은데 기능이 있을까요,다중배송 관련
373,다중배송 관련,여러 곳으로 동시에 상품을 배송할 수 있는 옵션이 있나요,다중배송 관련
374,다중배송 관련,여러 곳으로 동시에 배송이 가능한지 알고 싶어요,다중배송 관련
375,다중배송 관련,여러 곳에 한번에 배송시켜야 하는데 가능한가요,다중배송 관련
376,다중배송 관련,여러 곳에 상품을 보내려면 어떻게 해야 하나요,다중배송 관련
377,다중배송 관련,여러 곳에 상품을 배송하는 것이 가능한가요,다중배송 관련
378,다중배송 관련,여러 곳에 배송지를 등록할 수 있는 옵션이 있나요,다중배송 관련
379,다중배송 관련,여러 곳에 배송지를 등록하는 것이 가능한지 궁금합니다,다중배송 관련
380,다중배송 관련,여러 곳에 동시에 배송해주실 수 있나요,다중배송 관련
381,다중배송 관련,여러 곳에 동시에 배송할 수 있는지 궁금합니다,다중배송 관련
382,다중배송 관련,설날 선물세트 여러 곳에 배송보내고 싶어요,다중배송 관련
383,다중배송 관련,설날 선물 여러 곳에 배송시키고 싶은데 안내해주세요,다중배송 관련
384,다중배송 관련,설 선물 여러 곳에 배송시키고 싶어요,다중배송 관련
385,다중배송 관련,선물 세트 여러 곳으로 배송하고 싶으면 어떻게 하나요,다중배송 관련
386,다중배송 관련,선물 세트 여러 곳에 한번에 배송할 수는 없나요,다중배송 관련
387,다중배송 관련,선물 세트 여러 곳에 배송하고 싶은데요 명절 장바구니 이용하면 되나요,다중배송 관련
388,다중배송 관련,선물 세트 여러 곳에 배송시키고 싶은데 가능한가요,다중배송 관련
389,다중배송 관련,분리 배송,배송 문제 및 오배송 문의
390,다중배송 관련,배송지를 여러 군데로 등록하는 것이 가능한가요,다중배송 관련
391,다중배송 관련,배송지를 여러 곳으로 등록 가능한가요,다중배송 관련
392,다중배송 관련,배송지를 여러 곳 설정할 수 있나요,다중배송 관련
393,다중배송 관련,배송지를 여러 개 등록해서 다중 배송하는 서비스는 없나요,다중배송 관련
394,다중배송 관련,배송지를 여러 개 등록할 수 있는 옵션에 대해 궁금합니다,다중배송 관련
395,다중배송 관련,배송지를 여러 개 등록하고 싶어요,다중배송 관련
396,다중배송 관련,배송지를 다중으로 입력하고 싶어요,배송 문제 및 오배송 문의
397,다중배송 관련,배송지 여러곳,다중배송 관련
398,다중배송 관련,배송을 여러 곳으로도 보낼 수 있나요,다중배송 관련
399,다중배송 관련,배송 여러 군데로 보내기,다중배송 관련
400,다중배송 관련,배송 여러 곳으로 보내기,다중배송 관련
401,다중배송 관련,명절 장바구니에 담으면 다중 배송이 가능한가요,다중배송 관련
402,다중배송 관련,명절 장바구니가 뭐에요,주문 취소 사유 문의
403,다중배송 관련,명절 장바구니 어떻게 이용하는 거에요,다중배송 관련
404,다중배송 관련,명절 장바구니 서비스는 명절기간에만 열리나요,다중배송 관련
405,다중배송 관련,명절 선물 한번에 여러 곳으로 보내고 싶어요,다중배송 관련
406,다중배송 관련,똑같은 물건을 여러사람에게 보내려는데 각각 주문해야 되나요,다중배송 관련
407,다중배송 관련,다중배송지,다중배송 관련
408,다중배송 관련,다중 배송지 설정 되나요,다중배송 관련
409,다중배송 관련,다중 배송지 서비스 있나요,다중배송 관련
410,다중배송 관련,다중 배송이 가능한지 확인해주시겠어요,다중배송 관련
411,다중배송 관련,다중 배송 가능 여부와 추가 비용에 대해 알려주세요,다중배송 관련
412,다중배송 관련,같은 상품을 여러 곳으로 배송시키려면 각각 결제해야하나요,다중배송 관련
413,미인도/재배송 관련,미인도 알림톡이 왔는데 어떻게 해야돼요,미인도/재배송 관련
414,미인도/재배송 관련,미인도 알림톡이 왔는데 어떻게 해야 되는지 알려줘,미인도/재배송 관련
415,미인도/재배송 관련,미인도 알림톡이 왔는데 그럼 재배송 신청을 해야된다는 건가요,미인도/재배송 관련
416,미인도/재배송 관련,미인도 알림톡이 도대체 뭐죠,미인도/재배송 관련
417,미인도/재배송 관련,미인도 알림톡이 갑자기 왜 왔죠,미인도/재배송 관련
418,미인도/재배송 관련,미인도 알림톡을 받은 상황에서 재배송을 신청하려면 어떻게 해야 하나요,미인도/재배송 관련
419,미인도/재배송 관련,"미인도 알림톡을 받은 상태인데, 재배송을 받으려면 어떻게 해야 할까요",미인도/재배송 관련
420,미인도/재배송 관련,미인도 알림톡을 받았습니다. 재배송을 받고자 하면 어떻게 해야 할까요,미인도/재배송 관련
421,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송을 요청하는 절차를 알 수 있을까요",미인도/재배송 관련
422,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송을 신청할 수 있는 방법이 있나요",미인도/재배송 관련
423,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송을 받기 위해 어떻게 해야 하죠",미인도/재배송 관련
424,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송을 받기 위한 방법이 어떻게 되나요",미인도/재배송 관련
425,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송을 받고 싶으면 어떻게 해야 하나요",미인도/재배송 관련
426,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송 신청하면 되나요",미인도/재배송 관련
427,미인도/재배송 관련,"미인도 알림톡을 받았는데, 재배송 신청하는 방법이 뭐가 있나요",미인도/재배송 관련
428,미인도/재배송 관련,"미인도 알림톡을 받았는데, 어떻게 해야 하죠?",미인도/재배송 관련
429,미인도/재배송 관련,미인도 알림톡 온 거 확인해주세요,미인도/재배송 관련
430,미인도/재배송 관련,미인도 알림톡 받았는데 재배송 접수 안하면 어떻게 되나요,미인도/재배송 관련
431,미인도/재배송 관련,미인도 알림톡 받았는데 다시 배송 접수할게요,미인도/재배송 관련
432,미인도/재배송 관련,미인도 알림톡 받았는데 다른 주소로 재배송 신청할게요,미인도/재배송 관련
433,미인도/재배송 관련,미인도 알림톡 받았는데 다른 주소 입력하면 재배송가능한가요,미인도/재배송 관련
434,미인도/재배송 관련,미인도 알림톡 받았는데 그냥 취소할게요,미인도/재배송 관련
435,미인도/재배송 관련,미인도 알림톡 받았는데 그냥 냅두면 취소되나요,미인도/재배송 관련
436,미인도/재배송 관련,미인도 알림톡 받았고 새주소로 재배송 신청합니다,미인도/재배송 관련
437,미인도/재배송 관련,미인도 상품 재배송 받을 수 있는지 알려주세요,미인도/재배송 관련
438,미인도/재배송 관련,미인도 상품 다시 배송 받고 싶으면 신규 주소 입력하면 되나요,미인도/재배송 관련
439,미인도/재배송 관련,미인도 상품 다시 배송 받고 싶어요,미인도/재배송 관련
440,미인도/재배송 관련,미인도 된거 주소 변경해서 재배송 접수하겠습니다,미인도/재배송 관련
441,미인도/재배송 관련,미인도 된거 어떻게 해요,미인도/재배송 관련
442,미인도/재배송 관련,미인도 된 상품이 있다는데요 새 주소로 다시 보내주실 수 있나요,미인도/재배송 관련
443,미인도/재배송 관련,미인도 된 상품이 있다고 연락 받았는데 신규 주소로 다시 보내주실래요,미인도/재배송 관련
444,미인도/재배송 관련,미인도 된 상품 재배송 신청하려는데 새주소 어디서 입력하면 되나요,미인도/재배송 관련
445,미인도/재배송 관련,미인도 된 상품 신규 주소 입력할테니 다시 보내주세요,미인도/재배송 관련
446,미인도/재배송 관련,미인도 된 상품 새로운 주소로 재배송 받을게요,미인도/재배송 관련
447,미인도/재배송 관련,미인도 된 상품 새 주소 입력할테니 다시 보내줄 수 있나요,미인도/재배송 관련
448,미인도/재배송 관련,미인도 된 거 주소 변경해서 다시 받고 싶어요,미인도/재배송 관련
449,미인도/재배송 관련,미인도 된 거 주소 변경할테니 다시 보내주세요,미인도/재배송 관련
450,미인도/재배송 관련,미인도 된 거 재배송 접수 어떻게 해요,미인도/재배송 관련
451,미인도/재배송 관련,미인도 된 거 신규 주소로 재배송 가능할까요,미인도/재배송 관련
452,미인도/재배송 관련,미인도 된 거 다시 배송해주세요,미인도/재배송 관련
453,미인도/재배송 관련,미인도 된 거 다시 배송 어떻게 받아요,미인도/재배송 관련
454,미인도/재배송 관련,미인도 된 거 다시 배송 받으려면 어떻게 해야되나요,미인도/재배송 관련
455,미인도/재배송 관련,미인도 되면 어떻게 해야 되나요,미인도/재배송 관련
456,미인도/재배송 관련,미인도 됐다는데 재배송 접수하면 되나요,미인도/재배송 관련
457,미인도/재배송 관련,미인도 됐다는데 어떻게 하면돼요,미인도/재배송 관련
458,미인도/재배송 관련,미인도 됐다는게 무슨 소리인지,미인도/재배송 관련
459,미인도/재배송 관련,마트에서 주문한 상품이 미인도 됐대요,미인도/재배송 관련
460,미인도/재배송 관련,마트에서 온 미인도 알림톡에 대한 정보를 얻고 싶어요,미인도/재배송 관련
461,미인도/재배송 관련,마트 미인도 알림톡 받았어요 재배송 신청 가능한가요,미인도/재배송 관련
462,미인도/재배송 관련,다른 주소로 재배송 신청할게요,미인도/재배송 관련
463,정기배송 관련,정기배송 오는 시간 알려주세요,배송 가능 시간 문의
464,정기배송 관련,정기배송 오는 시간 알 수 있습니까,배송 가능 시간 문의
465,정기배송 관련,정기배송 오는 날짜 알려줘,배송방법(픽업/배송) 변경
466,정기배송 관련,정기배송 어떻게 관리할 수 있어,정기배송 관련
467,정기배송 관련,정기배송 어떻게 관리할 수 있나요,정기배송 관련
468,정기배송 관련,정기배송 신청 잘 됐어,정기배송 관련
469,정기배송 관련,정기배송 신청 잘 됐는지 확인해줘,미인도/재배송 관련
470,정기배송 관련,정기배송 신청 잘 됐는지 확인해주세요,미인도/재배송 관련
471,정기배송 관련,정기배송 되는 매장 알려주세요,정기배송 관련
472,정기배송 관련,정기배송 되는 매장 보여줘,정기배송 관련
473,정기배송 관련,정기 배송 되는 매장 보여줘,정기배송 관련
474,구매확정/배송완료 관련,배송받았는데 배송중,배송 문제 및 오배송 문의
475,구매확정/배송완료 관련,배송받았는데 계속 배송중이에요,배송지연/조회 관련
476,구매확정/배송완료 관련,배송되었어요 배송완료해주세요,구매확정/배송완료 관련
477,구매확정/배송완료 관련,배송 완료처리가 안 된게있어요,미수령/미배송 문의
478,구매확정/배송완료 관련,배송 완료를 표시해주세요,구매확정/배송완료 관련
479,구매확정/배송완료 관련,확정 연장,구매확정/배송완료 관련
480,구매확정/배송완료 관련,상품이 왔는데 수령확인은 어떻게 하나요,미수령/미배송 문의
481,구매확정/배송완료 관련,안내 받은 배송 시간과 다른 시간에 배송하셨어요,배송 가능 시간 문의
482,구매확정/배송완료 관련,아직 배송도 안했는데 무슨 배송완료입니까,미수령/미배송 문의
483,구매확정/배송완료 관련,아직 배송 전인데 배송완료로 나오네요,미수령/미배송 문의
484,구매확정/배송완료 관련,배송방법 변경,배송방법(픽업/배송) 변경
485,주문상품 사이즈 변경,배송받은 상품 사이즈 바꿔주세요,상품 교환/반품 관련
486,주문상품 사이즈 변경,맛변경요청,주문/서비스 취소 요청
487,주문상품 색상 변경,상품 색상 변경이 가능할까요?,주문상품 색상 변경
488,배송방법(픽업/배송) 변경,스마트픽 픽업일 바꾸고 싶습니다,배송방법(픽업/배송) 변경
489,배송방법(픽업/배송) 변경,스마트픽 픽업예정일 변경,배송방법(픽업/배송) 변경
490,배송방법(픽업/배송) 변경,스마트픽 픽업날짜 변경할 수 있나요,배송방법(픽업/배송) 변경
491,배송방법(픽업/배송) 변경,스마트픽 픽업날짜 다음주로 미룰수 있나요,배송방법(픽업/배송) 변경
492,배송방법(픽업/배송) 변경,스마트픽 픽업 예정일을 변경하고 싶어요,배송방법(픽업/배송) 변경
493,배송방법(픽업/배송) 변경,스마트픽 주문한거 날짜 변경가능해,배송방법(픽업/배송) 변경
494,배송방법(픽업/배송) 변경,스마트픽 주문한 상품 픽업날짜 변경 되어요,배송방법(픽업/배송) 변경
495,배송방법(픽업/배송) 변경,스마트픽 주문상품 픽업날짜 변경,배송방법(픽업/배송) 변경
496,배송방법(픽업/배송) 변경,스마트픽 주문 상품 픽업일 변경,배송방법(픽업/배송) 변경
497,배송방법(픽업/배송) 변경,스마트픽 주문 건 날짜 변경해줘,배송방법(픽업/배송) 변경
498,배송방법(픽업/배송) 변경,스마트픽 일정 바꿔주세요,스마트픽 관련 문의 및 픽업 관련
499,배송방법(픽업/배송) 변경,스마트픽 상품 수령일 변경하려구,배송방법(픽업/배송) 변경
500,배송방법(픽업/배송) 변경,스마트픽 상품 수령일 변경 요청합니다,배송방법(픽업/배송) 변경
501,배송방법(픽업/배송) 변경,스마트픽 상품 수령일 바꿔주세요,상품 교환/반품 관련
502,배송방법(픽업/배송) 변경,스마트픽 상품 수령일 바꿀수있지,배송방법(픽업/배송) 변경
503,배송방법(픽업/배송) 변경,스마트픽 방문일자 변경해주세요,배송방법(픽업/배송) 변경
504,배송방법(픽업/배송) 변경,스마트픽 방문일자 변경하고싶습니다,배송방법(픽업/배송) 변경
505,배송방법(픽업/배송) 변경,스마트픽 방문일자 변경 가능할까요,배송방법(픽업/배송) 변경
506,배송방법(픽업/배송) 변경,스마트픽 방문일자 변경 가능한가요,배송방법(픽업/배송) 변경
507,배송방법(픽업/배송) 변경,스마트픽 방문일 며칠만 미뤄주세요,스마트픽 관련 문의 및 픽업 관련
508,배송방법(픽업/배송) 변경,스마트픽 방문시간 변경,배송방법(픽업/배송) 변경
509,배송방법(픽업/배송) 변경,스마트픽 방문날짜 바꿀 수 있을까요,배송방법(픽업/배송) 변경
510,배송방법(픽업/배송) 변경,한타임 앞 배송해 주시면 더 좋습니다,배송 문제 및 오배송 문의
511,배송방법(픽업/배송) 변경,스마트픽 방문날짜 바꾸고 싶습니다,배송방법(픽업/배송) 변경
512,배송방법(픽업/배송) 변경,스마트픽 방문 일정 바꿔주세요,배송방법(픽업/배송) 변경
513,배송방법(픽업/배송) 변경,스마트픽 받았어요,스마트픽 관련 문의 및 픽업 관련
514,배송방법(픽업/배송) 변경,스마트픽 날짜 미뤄주세요,스마트픽 관련 문의 및 픽업 관련
515,배송방법(픽업/배송) 변경,스마트픽 날짜 당길 수 있나요,배송방법(픽업/배송) 변경
516,배송방법(픽업/배송) 변경,스마트픽 교환예정일 변경,스마트픽 관련 문의 및 픽업 관련
517,배송방법(픽업/배송) 변경,주문 상품 배송완료로 확인해주세요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
518,배송방법(픽업/배송) 변경,수요일로 픽업일자 바꿀 수 있나요,배송방법(픽업/배송) 변경
519,배송방법(픽업/배송) 변경,장보기상품 날짜 변경 좀 해주세요,배송방법(픽업/배송) 변경
520,배송방법(픽업/배송) 변경,장보기 상품 날짜 변경 좀 해주세요,배송방법(픽업/배송) 변경
521,배송방법(픽업/배송) 변경,이미 배송됐는데 배송완료라고 안뜨네요,미수령/미배송 문의
522,배송방법(픽업/배송) 변경,이거 배송 좀 미룰 수 있나요,배송지연/조회 관련
523,배송방법(픽업/배송) 변경,오늘 마지막 시간으로 변경,배송 가능 시간 문의
524,배송방법(픽업/배송) 변경,시간변경하려고했는데 시간변경이 안되네요,주문상품 사이즈 변경
525,배송방법(픽업/배송) 변경,시간변경가능한가요,배송방법(픽업/배송) 변경
526,배송방법(픽업/배송) 변경,시간변경 어떻게 하죠,배송방법(픽업/배송) 변경
527,배송방법(픽업/배송) 변경,시간변경,배송방법(픽업/배송) 변경
528,배송방법(픽업/배송) 변경,시간 변경해주세요,배송방법(픽업/배송) 변경
529,배송방법(픽업/배송) 변경,시간 변경하려고 하는데 시간 변경이 안되네요,주문상품 사이즈 변경
530,배송방법(픽업/배송) 변경,시간 변경하고 싶어요,배송방법(픽업/배송) 변경
531,배송방법(픽업/배송) 변경,시간 변경 안되나요,주문상품 사이즈 변경
532,배송방법(픽업/배송) 변경,설치상품 정보 변경,주문상품 사이즈 변경
533,배송방법(픽업/배송) 변경,설치상품 정보 바꿀래,배송방법(픽업/배송) 변경
534,배송방법(픽업/배송) 변경,배송희망일 바꿀 수 있어,배송방법(픽업/배송) 변경
