input,intent_name
주문을 언제까지 하면 오늘 발송이 가능한가요,cs_mart_dlv
오늘 발송을 위한 주문 시간은 언제까지인가요,cs_mart_dlv
주문을 언제까지 하면 오늘 발송이 되는지 확인하고 싶어요,cs_mart_dlv
마트의 배송 시간을 확인하고 싶어요,cs_mart_dlv
마트의 배송 가능 시간을 알려주세요,cs_mart_dlv
마트의 배송 시간대를 알아보고 싶습니다,cs_mart_dlv
출고랑 배송일정 확인하고 싶습니다,cs_qry_dlv
배송약정일이 한참 지났는데 아직 안 왔어요,cs_qry_dlv
도착 일정 자세하게 안내해주세요,cs_qry_dlv
배송이 계속 미뤄지는 거 같은데 확인 좀 부탁해요,cs_qry_dlv
출고가 언제쯤 될까요,cs_qry_dlv
주문한 제품 언제쯤 올까요,cs_qry_dlv
주문한제품 언제와요,cs_qry_dlv
주문한 제품이 언제 오나요,cs_qry_dlv
상품이 언제 오는지 궁금해요,cs_qry_dlv
주문한 제품 오늘 오는지 봐줘,cs_qry_dlv
주문한 상품 내일 도착할까요,cs_qry_dlv
언제 배송받을 수 있는지 궁금해요,cs_qry_dlv
주문한거 오늘 오는지 확인 좀 해줘요,cs_qry_dlv
지금 주문하면 언제쯤 받을 수 있나요,cs_qry_dlv
주문상품이 언제 오나요,cs_qry_dlv
주문제품 언제쯤 배송되나요,cs_qry_dlv
주문한 상품은 언제 받을 수 있을까요,cs_qry_dlv
주문한 상품은 언제 받을수있나요,cs_qry_dlv
제품이 언제 오나요,cs_qry_dlv
제품이 오늘은 오나요,cs_qry_dlv
언제 받을수있어요,cs_qry_dlv
발송일정 부탁드려요,cs_qry_dlv
배송정보 미제공이 뭐야,cs_qry_dlv
배송정보 미제공이 뭐에요,cs_qry_dlv
배송정보 미제공,cs_qry_dlv
택배사에서 받아놓고 움직이질 않네요,cs_qry_dlv
배송약속일 지연,cs_qry_dlv
배송약정일 지연,cs_qry_dlv
배송약정일이 지났어요,cs_qry_dlv
배송약정일이었는데 지연됐어요,cs_qry_dlv
배송중인데 송장조회가 안돼요,cs_qry_dlv
상품지연에 대한 답변요함,cs_qry_dlv
언제 출고가 될까요,cs_qry_dlv
어디쯤 왔나요,cs_qry_dlv
택배비 관련,cs_qry_dlv
구매제품 배송,cs_qry_dlv
상품 언제와요,cs_qry_dlv
송장흐름이 없어요,cs_qry_dlv
상품지연,cs_qry_dlv
롯데온 배송비,cs_qry_dlv
택배비가 있나요,cs_qry_dlv
택배비용이 얼마인가요,cs_qry_dlv
아직도 출발전이네요,cs_qry_dlv
자체배송 조회,cs_qry_dlv
자체배송은 조회를 어떻게 하나요,cs_qry_dlv
정기배송 추가 금액 발생하는 거 없죠,cs_qry_dlv
정기배송 추가해줘,cs_qry_dlv
정기배송 카드로만 결제가능해,cs_qry_dlv
정기배송 카드로만 결제할 수 있어,cs_qry_dlv
정기배송 할부 결제 가능한가요,cs_qry_dlv
해외직구로 산 거 보여줘,cs_qry_ord
해외주문 한 거 보여줘,cs_qry_ord
최근배송내역 삭제,cs_qry_ord
마지막으로 구매한 상품 뭐야,cs_qry_ord
가장 최근에 주문했던 상품 뭐야,cs_qry_ord
더스트 쇼핑백 같이 동봉되나요,cs_qry_ord
구입한 날짜와 정확한 상품명 확인 부탁드립니다.,cs_qry_ord
주문상세보기는 어디에 있나요,cs_qry_ord
오래전 주문내역 확인 가능한가요,cs_qry_ord
오래전 주문 조회,cs_qry_ord
모바일에서 오래전 주문 조회 어디서 하나요?,cs_qry_ord
모바일에서 구주문 조회 어디서 하나요?,cs_qry_ord
주문내역삭제했는데 삭제 취소하고 싶어요,cs_qry_ord
주문삭제 했는데 취소해주세요,cs_qry_ord
주문 내역 삭제 취소,cs_qry_ord
구입 내역,cs_qry_ord
구입 기록,cs_qry_ord
쇼핑백 동봉,cs_qry_ord
오늘 장본 거,cs_qry_ord
오늘 장 본 내역 알려줘,cs_qry_ord
장 본 내역,cs_qry_ord
주문배송내역이 삭제되면 어떻게 하나요,cs_qry_ord
이전 거래내역을 메일로 받을수는 없나요,cs_qry_ord
주문번호가 삭제되었는데 복구 가능할까요,cs_qry_ord
실수로 주문내역이 삭제되었어요,cs_qry_ord
삭제한 주문내역 결제취소 되나요,cs_qry_ord
구매내역 복원가능 한가요,cs_qry_ord
2018년에 구입한 제품은 확인이 안되는데 as는 어떻게 해야되는 건가요,cs_qry_ord
주문한거 보여줘요,cs_qry_ord
주문한거 보여주세요,cs_qry_ord
나의 주문 내역,cs_qry_ord
나의 주문 내역 보여줘,cs_qry_ord
이전에 주문한 내역은 어디서 보나요,cs_qry_ord
이전에 구매한 내역,cs_qry_ord
이전에 주문한 내역,cs_qry_ord
배송된거 보여줘,cs_qry_ord
배송완료된 것 보여줘,cs_qry_ord
배송완료된 것 있나요,cs_qry_ord
작년 배송된 상품은 검색 안될까요,cs_qry_ord
마이 쇼핑내역 작년것 검색하려면요,cs_qry_ord
작년이나 조금 지난 주문 조회는 어떻게 해야되나요,cs_qry_ord
롯데마트 구매상품,cs_qry_ord
어디서 구매내역을 볼 수 있을까요,cs_qry_ord
어디서 구매내역을 보죠,cs_qry_ord
어디로 가야 구매내역을 확인할 수 있나요,cs_qry_ord
무이자 N개월로 결제 되었는지 확인부탁드립니다,cs_qry_ord
롯데닷컴 주문/배송내역 보여줘,cs_qry_ord
내가 구매한 목록은 어디를 가야 볼 수 있나요,cs_qry_ord
내 구매내역 보여줘,cs_qry_ord
주문/배송 상세 보여줘,cs_qry_ord
반품하려고하는데 주문내역이 안떠요,cs_qry_ord_de
주문했는데 홈페이지에 주문내역이 없어요,cs_qry_ord_de
주문내역이 없어요,cs_qry_ord_de
소셜 간편회원으로 주문한 것을 확인하려면 어떻게 해야하나요,cs_qry_ord_de
왜 구매이력이 존재 하지 않나요?,cs_qry_ord_de
롯데온으로 구매한 이력이 없다는데 확인부탁드려요,cs_qry_ord_de
결제한 내역이 없어졌다구요,cs_qry_ord_de
구입한 상품이 내역이 없습니다,cs_qry_ord_de
주문내용이 없어졌어요,cs_qry_ord_de
구매내역 검색안됨,cs_qry_ord_de
주문내역이 누락,cs_qry_ord_de
상품을 주문했는데 주문내역에 없어요,cs_qry_ord_de
주문한 상품 이력이 안 뜨나요,cs_qry_ord_de
구매내역에 안 나와요,cs_qry_ord_de
주문한 내역이 없네요,cs_qry_ord_de
주문한 상품이 검색 안돼요,cs_qry_ord_de
구매목록에 안 나와요,cs_qry_ord_de
주문했는데 내역이 없다고 나와요,cs_qry_ord_de
결제했는데 조회가 안 되네요,cs_qry_ord_de
결제했는데 조회가 뜨질 않네요,cs_qry_ord_de
방금 구매한 상품조회가 되질 않아요,cs_qry_ord_de
주문내역 확인이 안됩니다,cs_qry_ord_de
주문 조회가 안되네요,cs_qry_ord_de
구매내역이 없습니다,cs_qry_ord_de
주문조회가 안됩니다,cs_qry_ord_de
주문내역이 없다고 하는데 어떻게 되었나요,cs_qry_ord_de
물건을 구매했는데 안 보여요,cs_qry_ord_de
결제했는데 주문내역에 없어요,cs_qry_ord_de
결제했는데 보이지 않아요,cs_qry_ord_de
어제 주문한 내역이 보이지 않아요,cs_qry_ord_de
주문배송내역이 없다고 뜨네요,cs_qry_ord_de
어제 주문건 주문내역에 없네요,cs_qry_ord_de
롯데on 상품 구매했는데 주문내역이 안 보여,cs_qry_ord_de
주문내역 확인 오류,cs_qry_ord_de
구매내역 확인 오류,cs_qry_ord_de
주문내역 확인이 안 돼요,cs_qry_ord_de
구매내역 확인이 안 돼요,cs_qry_ord_de
카카오톡 계정 주문내역,cs_qry_ord_de
페이스북 계정 주문내역,cs_qry_ord_de
카카오톡 주문내역,cs_qry_ord_de
네이버 주문내역,cs_qry_ord_de
주문내역이 없는데,cs_qry_ord_de
주문내역이 없는데 어떻게하나요?,cs_qry_ord_de
주문상품목록에 해당 상품이 없어요,cs_qry_ord_de
주문했는데 내역에는 없다고 뜨네요,cs_qry_ord_de
주문내역이없다고 떠요,cs_qry_ord_de
주문내역이 없다고 뜨는데 조회 부탁드려요,cs_qry_ord_de
상품이 배송되었다고 하는데 주문내역에는 없네요,cs_qry_ord_de
주문 기록이 확인되지 않아요,cs_qry_ord_de
주문 내역이 확인되지 않아요,cs_qry_ord_de
배송완료가 안떠서 반품신청을 못하고 있어요,cs_regchg_gen
배송이 완료 되었는데 배송중으로 나와 반품신청이 불가능합니다,cs_regchg_gen
기본배송지,cs_regchg_gen
보내는사람 받는사람동명으로 부탁드립니다,cs_regchg_gen
받는사람이름을 변경하고 싶어요,cs_regchg_gen
이미 배송됐는데 배송완료라고 안뜨네요,cs_regchg_gen
현장수령 변경 되나요,cs_regchg_gen
현장수령으로 변경 가능할까요,cs_regchg_gen
현장 수령으로 변경할 수 있나요,cs_regchg_gen
한타임 앞 배송해 주시면 더 좋습니다,cs_regchg_gen
받은분 전화를 수정할 수 있습니까,cs_regchg_gen
구매연장은 어떻게,cs_regchg_gen
구매연장 어디에서,cs_regchg_gen
시간 변경하려고 하는데 시간 변경이 안되네요,cs_regchg_gen
시간 변경하고 싶어요,cs_regchg_gen
시간변경가능한가요,cs_regchg_gen
확정 연장,cs_regchg_gen
방문수령으로 변경,cs_regchg_gen
방문수령으로 변경하고 싶어요,cs_regchg_gen
베송지변경,cs_regchg_gen
휴대전화번호 변경,cs_regchg_gen
상품이 왔는데 수령확인은 어떻게 하나요,cs_regchg_gen
픽업으로 변경할 수 있을까요,cs_regchg_gen
배송받았는데 계속 배송중이에요,cs_regchg_gen
배송받았는데 배송중,cs_regchg_gen
시간 변경해주세요,cs_regchg_gen
오늘 마지막 시간으로 변경,cs_regchg_gen
시간변경 어떻게 하죠,cs_regchg_gen
시간변경,cs_regchg_gen
이거 배송 좀 미룰 수 있나요,cs_regchg_gen
제 전화번호가 잘못 입력되어 있는 것 같아요,cs_regchg_gen
수령지 전환,cs_regchg_gen
수령지변경,cs_regchg_gen
시간 변경 안되나요,cs_regchg_gen
당일배송상품 픽업변경가능할까요,cs_regchg_gen
수령방법 바꾸고 싶어요,cs_regchg_gen
픽업으로 바꾸고 싶어요,cs_regchg_gen
픽업으로 변경,cs_regchg_gen
배송지수정을 하고 싶어요,cs_regchg_gen
배송지 변경하고 싶어요,cs_regchg_gen
배송시간 변경이요,cs_regchg_gen
배송시간변경,cs_regchg_gen
배송 정보 수정가능한가요,cs_regchg_gen
배송 전번 수정가능한가요,cs_regchg_gen
설치상품 정보 바꿀래,cs_regchg_gen
설치상품 정보 변경,cs_regchg_gen
배송지수정 가능한지요,cs_regchg_gen
구메확정합니다,cs_regchg_gen
환불계좌어디로보내주시나요,cs_regchg_gen
시간변경하려고했는데 시간변경이 안되네요,cs_regchg_gen
픽업 불가,cs_regchg_smp
스마트픽 방문시간 변경,cs_regchg_smp
픽업불가,cs_regchg_smp
매장픽업상품 날짜 미루고싶어서요,cs_regchg_smp
스마트픽 교환예정일 변경,cs_regchg_smp
스마트픽 픽업예정일 변경,cs_regchg_smp
백화점 픽업 하루만 미룰 수 있나요,cs_regchg_smp
스마트픽 픽업날짜 변경할 수 있나요,cs_regchg_smp
스마트픽 주문상품 픽업날짜 변경,cs_regchg_smp
스마트픽 주문 상품 픽업일 변경,cs_regchg_smp
수요일로 픽업일자 바꿀 수 있나요,cs_regchg_smp
상품 수령했어요 픽업일 등록해주세요,cs_regchg_smp
배송중인 스마트픽 수령하였으니 배송완료 처리 해주세요,cs_regchg_smp
다른날짜에 픽업 가능한가요,cs_regchg_smp
픽업일 바꾸고싶어,cs_regchg_smp
픽업일 바꾸는거 가능할까요,cs_regchg_smp
픽업일 바꿀 수 있나요,cs_regchg_smp
픽업일 바꿀 수 있어,cs_regchg_smp
픽업일 바꿀 수 있을까요,cs_regchg_smp
픽업일 바꿔줘,cs_regchg_smp
스마트픽 방문날짜 바꾸고 싶습니다,cs_regchg_smp
스마트픽 방문날짜 바꿀 수 있을까요,cs_regchg_smp
스마트픽 방문일자 변경 가능할까요,cs_regchg_smp
스마트픽 방문일자 변경하고싶습니다,cs_regchg_smp
스마트픽 방문일자 변경해주세요,cs_regchg_smp
스마트픽 주문 건 날짜 변경해줘,cs_regchg_smp
스마트픽 주문한거 날짜 변경가능해,cs_regchg_smp
스마트픽 픽업 예정일을 변경하고 싶어요,cs_regchg_smp
스마트픽 픽업일 바꾸고 싶습니다,cs_regchg_smp
스마트픽 픽업일 바꾸고싶어,cs_regchg_smp
스마트픽 픽업일 바꾸는거 가능할까요,cs_regchg_smp
스마트픽 픽업일 바꿀 수 있나요,cs_regchg_smp
스마트픽 픽업일 바꿀 수 있을까요,cs_regchg_smp
스마트픽 픽업일 변경,cs_regchg_smp
스마트픽 픽업일 변경 가능할까요,cs_regchg_smp
스마트픽 픽업일 변경하고 싶습니다,cs_regchg_smp
스마트픽 픽업일 변경하고싶어,cs_regchg_smp
픽업일 변경,cs_regchg_smp
픽업일 변경 가능할까요,cs_regchg_smp
픽업일 변경은 어떻게 하나요,cs_regchg_smp
픽업일 변경하고 싶습니다,cs_regchg_smp
픽업일 변경하고싶어,cs_regchg_smp
픽업일 변경할 수 있나요,cs_regchg_smp
픽업일 변경할 수 있을까요,cs_regchg_smp
픽업일 변경할래,cs_regchg_smp
스마트픽 픽업일 변경할래,cs_regchg_smp
픽업일 어디서 변경할 수 있나요,cs_regchg_smp
픽업일은 어디서 바꿀 수 있을까요,cs_regchg_smp
픽업일자 8일로 변경해주세요,cs_regchg_smp
픽업일자 8일에서 10일로 변경이 가능한가요,cs_regchg_smp
판매자가 회수를 보류했는데 왜일까요,cs_sgt_exchrtgs
회수보류가 뭐야,cs_sgt_exchrtgs
회수보류 사유가 궁금해요,cs_sgt_exchrtgs
교환지연이 오래 걸리나 봅니다,cs_sgt_exchrtgs
그래서 보류가 떴는데 어떻게 해야할까요,cs_sgt_exchrtgs
교환/반품 보류인데 어떻게 하나요,cs_sgt_exchrtgs
교환 보류 되었다는데요,cs_sgt_exchrtgs
반품이 왜 보류되나요,cs_sgt_exchrtgs
회수보류,cs_sgt_exchrtgs
반품 결제비 내야돼요,cs_sgt_exchrtgs
반품 결제비가 나왔어요,cs_sgt_exchrtgs
가까운 매장에서 교환할 수 있을까요,cs_sgt_exchrtgs
오프라인매장에서 교환 할 수 있어,cs_sgt_exchrtgs
회수 보류는 어떤 의미인가요,cs_sgt_exchrtgs
반품상품 배송조회 할래,cs_sgt_exchrtgs
교환상품 배송조회 할래,cs_sgt_exchrtgs
교환상품 배송조회 할게요,cs_sgt_exchrtgs
구매확정 한거 교환되는지 확인 좀 해주세요,cs_sgt_exchrtgs
구매확정 한거 교환되나요,cs_sgt_exchrtgs
구매확정을 했는데 반품 되나요,cs_sgt_exchrtgs
반품 결제비가 뭐에요,cs_sgt_exchrtgs
상품 회수 됐는데 어떻게 진행중인가요 상황 알려주세요,cs_sgt_exchrtgs
상품 회수 됐는데 어떻게 진행 중인지 교환 상황 알려주세요,cs_sgt_exchrtgs
"반품배송비는 따로 결제해야하나요, 아님 환불금액에서 빼고 주시나요",cs_sgt_exchrtgs
반품접수했는데 반품배송비는 따로 결제하나요,cs_sgt_exchrtgs
교환 요청건 처리가 어떻게 되고 있는지 알려주세요,cs_sgt_exchrtgs
교환 요청건 처리 어떻게 되고 있나요,cs_sgt_exchrtgs
왜 판매자 회수보류 된거죠,cs_sgt_exchrtgs
왜 판매자 회수보류라고 하는지 궁금해요,cs_sgt_exchrtgs
반품 회수주소 변경할래,cs_sgt_exchrtgs
반품 회수 주소 변경할게요,cs_sgt_exchrtgs
상품을 교환했는데 또 같은 색상이 왔네요,cs_sgt_exchrtgs
교환사유에다가 S사이즈로 변경이라고 적어놨는데 M사이즈가 왔어요,cs_sgt_exchrtgs
교환 신청 후 과정 알려주세요,cs_sgt_exchrtgs
반품 과정 알려주세요,cs_sgt_exchrtgs
제품하자로 반품 요청합니다,cs_sgt_exchrtgs
왜 아직까지 반품처리가 안되는지,cs_sgt_exchrtgs
사이즈가 커서 반품하려구요,cs_sgt_exchrtgs
물건 하자로 반품 신청했는데 반품비가 왜 있죠,cs_sgt_exchrtgs
상품상태 너무 좋지 않아 반품하고 싶습니다,cs_sgt_exchrtgs
맛변경요청,cs_sgt_exchrtgs
반품접수했더니 택배비가 부과되는데 입금을 따로해야하나요,cs_sgt_exchrtgs
온마일리지 교환 취소,cs_sgt_exchrtgs
교환문의드려요,cs_sgt_exchrtgs
반품 합포장,cs_sgt_exchrtgs
배송 완료된 건 반품 접수,cs_sgt_exchrtgs
사이즈 교환 신청합니다.,cs_sgt_exchrtgs
혹시 색상 변경 지금 가능할까요,cs_sgt_exchrtgs
맞교환은 안되는가요 언제쯤 받을수있는지 알고싶습니다.,cs_sgt_exchrtgs
지금 주문한거 사이즈 변경 되나요,cs_sgt_exchrtgs
부분취소환불이요,cs_sgt_rfd_repay
부분취소처리 알고싶어요,cs_sgt_rfd_repay
재결제 진행은 어떻게 하나요,cs_sgt_rfd_repay
취소하는데 재결제가 떠서요,cs_sgt_rfd_repay
재결제 하려고 하는데요,cs_sgt_rfd_repay
왜 내 돈 두번 가져가,cs_sgt_rfd_repay
재결제 요청합니다,cs_sgt_rfd_repay
취소했는데 왜 재결제가 되나요,cs_sgt_rfd_repay
전체취소 아니고 부분취소라 결제 다시 하는건가요,cs_sgt_rfd_repay
반품인데 왜 또 결제가 필요한가요,cs_sgt_rfd_repay
반품해달라니까 또 결제하래,cs_sgt_rfd_repay
전체취소 아니고 부분취소라 결제 다시 하는건가요,cs_sgt_rfd_repay
주문 취소하려면 결제 또 해야돼,cs_sgt_rfd_repay
주문취소에 결제가 왜 필요해,cs_sgt_rfd_repay
결제만 두번됐어요,cs_sgt_rfd_repay
환불을 해줘야지 왜 돈을 받아가,cs_sgt_rfd_repay
환불은 안해주고 돈을 또 받아가,cs_sgt_rfd_repay
취소했는데 결제만 두번 됐네요,cs_sgt_rfd_repay
왜 돈만 두번 받으려고해,cs_sgt_rfd_repay
하라는 취소는 안하고 결제만 두번하게 만들어,cs_sgt_rfd_repay
왜 다시 결제해야하나요,cs_sgt_rfd_repay
다시 결제 왜 해야하는거죠,cs_sgt_rfd_repay
다시 결제하라는데요,cs_sgt_rfd_repay
왜 중복으로 결제하라고해,cs_sgt_rfd_repay
다시 결제하라고 나옵니다,cs_sgt_rfd_repay
다시 결제 하라는데 뭐죠,cs_sgt_rfd_repay
다시 결제 하라고 하는데 뭔가요,cs_sgt_rfd_repay
다시 결제하라고 합니다 어떻게 해야하나요,cs_sgt_rfd_repay
주문취소하니까 재결제라고 나오네요,cs_sgt_rfd_repay
주문 취소했는데 재결제가 되었다고 나오는데 뭐죠,cs_sgt_rfd_repay
주문 취소하니까 재결제가 되었다고 나오는데 확인해주세요,cs_sgt_rfd_repay
주문 취소했는데 재결제가 되었어요,cs_sgt_rfd_repay
환불을 해야 되는데 왜 재결제가 되죠,cs_sgt_rfd_repay
재결제가 뭐야,cs_sgt_rfd_repay
재결제를 왜 해야합니까,cs_sgt_rfd_repay
왜 결제 두번이나해,cs_sgt_rfd_repay
결제 왜 두번이나 해,cs_sgt_rfd_repay
취소해야되는데 돈만 빠져나갔어요,cs_sgt_rfd_repay
취소하려는데 왜 다시 결제를 하나요,cs_sgt_rfd_repay
취소하려는데 결제를 다시 하래요,cs_sgt_rfd_repay
취소하려는데 다시 결제하래요,cs_sgt_rfd_repay
취소하는데 돈을 왜 내라고해요,cs_sgt_rfd_repay
취소하는데 왜 또 돈을 내라고 하나요,cs_sgt_rfd_repay
취소하는데 왜 돈을 냅니까,cs_sgt_rfd_repay
취소하는데 결제하라고 떠요,cs_sgt_rfd_repay
취소를 했는데 왜 결제가 됐죠,cs_sgt_rfd_repay
취소를 했는데 결제가 된건 왜죠,cs_sgt_rfd_repay
취소하는데 결제를 왜 하나요,cs_sgt_rfd_repay
취소하는데 왜 결제를 하라고 나오는건가요,cs_sgt_rfd_repay
취소하는데 결제창이 왜 뜨나요,cs_sgt_rfd_repay
다른 집으로 배송이 된 것 같아요,faq_dsat_dlv
박스 훼손이 심하게 되어서 왔네요,faq_dsat_dlv
박스 겉에가 훼손되어서 왔어요,faq_dsat_dlv
주문한 얼음이 녹았네요,faq_dsat_dlv
주문 얼음이 다 녹아서 왔네요,faq_dsat_dlv
물건 받았는데 포장 찢어진 상태에서 테잎을 붙여서 받았습니다,faq_dsat_dlv
매번 택배를 그냥 집 문 밖에 놓고만 가시는데 왜그런가요,faq_dsat_dlv
기사님이 전화를 안 받아요,faq_dsat_dlv
택배박스가 파손되었네요,faq_dsat_dlv
택배박스가 열려있습니다,faq_dsat_dlv
택배박스가 찢어졌어요,faq_dsat_dlv
포장이 찢어졌어요,faq_dsat_dlv
배송메모에 배송전 연락해달라고 했는데 연락이 없었습니다,faq_dsat_dlv
택배상자가 파손된 상태로 왔네요,faq_dsat_dlv
택배상자가 찢어져서 왔어요,faq_dsat_dlv
문앞에 놓고가서 배송 온줄 모르고 기다렸어요,faq_dsat_dlv
택배를 그냥 집 문 밖에 놓고만 가네요,faq_dsat_dlv
아무 연락 없었는데 언제 도착했다는 건가요,faq_dsat_dlv
박스가 훼손되었어요,faq_dsat_dlv
배송된 물건 포장 상태가 불량이었어요,faq_dsat_dlv
배송받았는데 깨져서 왔어요,faq_dsat_dlv
뚜껑이 열려 있어서 흘러서 왔어요,faq_dsat_dlv
보냉백 없이 배송이 왔어요,faq_dsat_dlv
배송 파손,faq_dsat_dlv
배송 기사님은 벨 누르고 물건 두고 가버렸네요,faq_dsat_dlv
냉동식품이 다 녹아서 왔습니다,faq_dsat_dlv
배송 전 연락 부탁 드렸는데 연락도 없이 상품을 현관 앞에 놓고 가셨네요,faq_dsat_dlv
배송 기사 분이 연락 없이 갑자기 오셨어요,faq_dsat_dlv
상품이 훼손된 채로 도착했어요,faq_dsat_dlv
상품이 훼손된 채로 왔는데 어떻게 하나요,faq_dsat_dlv
배송 도중에 상품이 파손되었어요,faq_dsat_dlv
"배송 중에 상품이 파손되었는데요, 보상이나 교환에 대해 알려주세요",faq_dsat_dlv
배송 기사가 말도 없이 물건을 버리듯 던지고 갔어요,faq_dsat_dlv
상품이 훼손된 채로 도착했는데 어떻게 하실 건가요,faq_dsat_dlv
상품이 도착했는데 포장 상태가 엉망이에요,faq_dsat_dlv
배송기사가 주소를 잘못 찾아와서 시간을 낭비했어요,faq_dsat_dlv
상품이 다 부서졌다고,faq_dsat_dlv
박스가 다 찢어졌어 어떡할거야,faq_dsat_dlv
상품이 파손된 채로 도착했는데요,faq_dsat_dlv
받은 상품이 완전히 망가졌어요,faq_dsat_dlv
배송 기사 분이 물건을 던지고 가셨어요,faq_dsat_dlv
오늘 같은 상품이 한 번 더 도착했어요,faq_dsat_dlv
오늘 똑같은 상품이 두번 배송왔어,faq_dsat_dlv
배송 기사님이 물건 두고 가버렸네요,faq_dsat_dlv
배송 중에 상품이 망가진거 어떻게 할거에요,faq_dsat_dlv
상품수령 했는데 반품처리가 되어있습니다,faq_dsat_dlv
취소 신청했는데 배송이 완료됐습니다,faq_dsat_dlv
주문취소했는데 배송 되었네요,faq_dsat_dlv
취소 요청한 상품인데 배송되었어요,faq_dsat_dlv
오전에 취소했는데 택배가 발송되었네요,faq_dsat_dlv
두개를 주문했는데 하나밖에 안왔어요,faq_dsat_dlv_nrcv
사은품 안 보내셨어요,faq_dsat_dlv_nrcv
결품문의,faq_dsat_dlv_nrcv
미배송 환불,faq_dsat_dlv_nrcv
배송완료가 아닌데 왜 배송완료로 카톡이 오나요,faq_dsat_dlv_nrcv
배송이 안되었는데요,faq_dsat_dlv_nrcv
"제품은 판매금지이고, 휴일에 배송완료되엇다고 팝업이 뜨고 어떻게 된건가요",faq_dsat_dlv_nrcv
상품 하나 못 받았어요,faq_dsat_dlv_nrcv
물건주문을 여러개 했는데 한 종류밖에 안 왔어요,faq_dsat_dlv_nrcv
상품을 분실한 것 같아요,faq_dsat_dlv_nrcv
물품이 분실됐나요,faq_dsat_dlv_nrcv
미배송상품 문의,faq_dsat_dlv_nrcv
물건을 찾아주세요,faq_dsat_dlv_nrcv
배송도 안되었는데 배송완료가 뜨네요,faq_dsat_dlv_nrcv
주문한 상품을 받지 않았습니다,faq_dsat_dlv_nrcv
물건 일부가 오지 않아 환불 요청합니다,faq_dsat_dlv_nrcv
상품 수량이 맞지 않아요,faq_dsat_dlv_nrcv
일부상품 누락에 대한 해결책은 없나요,faq_dsat_dlv_nrcv
상품이 배송되지 않았어요,faq_dsat_dlv_nrcv
배송이 안 된 상품이 있어요,faq_dsat_dlv_nrcv
배송이 안된상품이 있습니다,faq_dsat_dlv_nrcv
