,input,intent,result
990,발송 안 하나요,faq_dsat_gen,faq_dsat_gen
991,좀 빨리 좀 보내주면 안되나요,faq_dsat_gen,faq_dsat_gen
992,배송이 너무 늦어지는 듯 한데,faq_dsat_gen,faq_dsat_gen
993,발송지연에 대해 알아보고 연락준다더니 왜 연락이 없나요,faq_dsat_gen,faq_dsat_gen
994,왜 발송 안 하심,faq_dsat_gen,faq_dsat_gen
995,주문한 프로틴밀 두 달이 되어가네요,faq_dsat_gen,faq_dsat_gen
996,발송해주세요,faq_dsat_gen,cs_qry_dlv
997,늦게도 오네요,faq_dsat_gen,cs_how_exch_rtgs_etc
998,도대체 언제 오는지 배송은 시작도 안하고 뭐죠,faq_dsat_gen,cs_qry_dlv
999,배송 도대체 언제하는거에요,faq_dsat_gen,cs_qry_dlv
1000,해외 상품을 구매하면 어떻게 들여오는거에요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1001,직구 상품은 어떻게 들여오나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1002,직구하면 외국에서 물건을 보내주나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1003,직구 배송 많이 복잡해,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1004,해외직구상품 과정을 좀 알고 싶어요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1005,해외 직구 상품 어떻게 우리나라로 오나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1006,해외직구 통관 과정 알려줘,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1007,통관절차 알려주세요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1008,통관 절차를 어디에 가면 알 수 있나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1009,어디에 통관 절차 과정을 알 수 있게 적어놨나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1010,통관 절차 문의드립니다,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1011,통관 절차가 어떻게,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1012,통관절차를 알려주실래요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1013,통관절차 말해줘,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1014,통관절차 말해주세요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1015,일반적인 통관절차를 알고 싶은데요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1016,통관절차 문의하려고,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1017,통관절차 어디서 확인해,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1018,직구상품 주문한거,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1019,세관에 문의하니 통관신고를 업체가 안해서 지연중이라고하는데요,faq_how_cstm_clrnc,faq_dsat_dlv_nri
1020,해외직구로 명품 구입,faq_how_cstm_clrnc,cs_qry_ord
1021,해외배송 상품 배송이 넘 늦네요,faq_how_cstm_clrnc,faq_dsat_gen
1022,해외직구절차 알려주세요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1023,해외상품 배송일정,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1024,해외직구 상품 배송일정,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1025,통관완료가 너무 오래걸려서요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1026,통관비용 더 내라던데,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1027,통관정보가 조회되지 않아요,faq_how_cstm_clrnc,cs_qry_ord_de
1028,통관 확인,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1029,해외직구 상품 구매시 주문자와 받는 사람이 같아야 하나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1030,통관 비용을 더 내라는데 이게 무슨 말이에요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1031,해외상품 주문하면 직구 절차가 어떻게 되나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1032,직구 절차 보고 싶은데 어디서 확인할 수 있나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1033,통관비용에 대해 좀 안내해주세요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1034,통관 비용 더 내라는게 뭔 소리에요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1035,통관 비용을 왜 더 내야 하나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1036,통관 비용을 더 내라고 안내가 왔는데 왜 그런거죠,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1037,직구하는데 비용을 더 내래요 이게 맞나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1038,통관 절차가 궁금한데요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1039,통관 절차 어디서 볼 수 있는거에요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1040,통관 절차에 대해 안내 좀,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1041,통관 관련해서 문의가 있는데요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1042,통관 비용을 더 내야하는 이유가 뭐야,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1043,통관 비용을 더 내야지만 상품을 받을 수 있나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1044,해외 통관 상태라는데 통관 절차가 어떻게 되는지 궁금해요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1045,통관 절차가 어떻게 되는지 궁금해요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1046,월요일에 통관 시작했다고 연락왔는데 절차가 어떻게 되나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1047,통관 절차 관련해서 물어보고 싶은게 있어요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1048,통관이 어떻게 되는지 알려주세요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1049,통관 비용 무조건 내야하나요,faq_how_cstm_clrnc,faq_how_cstm_clrnc
1050,여러명에게 발송시 주문방법,faq_how_dlv,faq_how_dlv
1051,배송지를 여러 곳으로 등록 가능한가요,faq_how_dlv,faq_how_dlv
1052,여러 곳으로 배송지 등록하는 방법,faq_how_dlv,faq_how_dlv
1053,배송지를 다중으로 입력하고 싶어요,faq_how_dlv,faq_how_dlv
1054,배송을 여러 곳으로도 보낼 수 있나요,faq_how_dlv,faq_how_dlv
1055,배송 여러 곳으로 보내기,faq_how_dlv,faq_how_dlv
1056,배송 여러 군데로 보내기,faq_how_dlv,faq_how_dlv
1057,배송지를 여러 개 등록하고 싶어요,faq_how_dlv,faq_how_dlv
1058,추석 상품 배송지 여러군데 등록,faq_how_dlv,faq_how_dlv
1059,배송지 여러곳,faq_how_dlv,faq_dsat_exch
1060,여러 배송지,faq_how_dlv,faq_dsat_exch
1061,분리 배송,faq_how_dlv,faq_dsat_exch
1062,다중배송지,faq_how_dlv,cs_regchg_gen
1063,여러곳으로 보내기,faq_how_dlv,faq_how_dlv
1064,똑같은 물건을 여러사람에게 보내려는데 각각 주문해야 되나요,faq_how_dlv,faq_how_dlv
1065,배송지를 여러 곳 설정할 수 있나요,faq_how_dlv,faq_how_dlv
1066,여러 곳으로 배송해야하는데 일일이 주문하는 수 밖에 없나요,faq_how_dlv,faq_how_dlv
1067,다중 배송지 설정 되나요,faq_how_dlv,faq_how_dlv
1068,다중 배송지 서비스 있나요,faq_how_dlv,faq_how_dlv
1069,한 주문에 여러 곳으로 배송할 수 있나요,faq_how_dlv,faq_how_dlv
1070,여러 곳에 동시에 배송할 수 있는지 궁금합니다,faq_how_dlv,faq_how_dlv
1071,한 주문으로 여러 주소에 배송이 가능한가요,faq_how_dlv,faq_how_dlv
1072,여러 곳에 동시에 배송해주실 수 있나요,faq_how_dlv,faq_how_dlv
1073,여러 곳으로 배송하는 건 가능한가요,faq_how_dlv,faq_how_dlv
1074,한 번에 여러 곳으로 배송하는 옵션이 있나요,faq_how_dlv,faq_how_dlv
1075,주문을 여러 곳으로 나눠서 보낼 수 있는지 알고 싶어요,faq_how_dlv,faq_how_dlv
1076,여러 곳으로 배송하는 방법이 있나요,faq_how_dlv,faq_how_dlv
1077,한 주문으로 여러 주소로 배송할 수 있는지 궁금합니다,faq_how_dlv,faq_how_dlv
1078,여러 곳으로 배송이 가능한지 확인하고 싶어요,faq_how_dlv,faq_how_dlv
1079,한 주문에 여러 곳으로 배송할 수 있는 옵션이 있나요,faq_how_dlv,faq_how_dlv
1080,여러 곳으로 배송할 때 추가 비용이 발생하는지 궁금합니다,faq_how_dlv,cs_how_inst
1081,여러 주소로 배송하는 서비스를 제공하나요,faq_how_dlv,faq_how_dlv
1082,한 번에 여러 곳으로 배송해주실 수 있나요,faq_how_dlv,faq_how_dlv
1083,주문을 여러 곳으로 배송할 때의 조건이 궁금합니다,faq_how_dlv,faq_how_dlv
1084,여러 곳으로 동시에 배송이 가능한지 알고 싶어요,faq_how_dlv,faq_how_dlv
1085,한 주문에 여러 주소로 상품을 보내는 건 가능한가요,faq_how_dlv,faq_how_dlv
1086,여러 곳으로 배송시 추가 비용이 발생하는지 궁금합니다,faq_how_dlv,cs_how_inst
1087,주문을 여러 곳으로 분할해서 배송해주시나요,faq_how_dlv,faq_how_dlv
1088,여러 곳으로 동시에 상품을 배송할 수 있는 옵션이 있나요,faq_how_dlv,faq_how_dlv
1089,주문을 여러 곳으로 동시에 배송할 수 있는지 궁금합니다,faq_how_dlv,faq_how_dlv
1090,여러 곳에 상품을 배송하는 것이 가능한가요,faq_how_dlv,faq_how_dlv
1091,주문을 여러 주소로 분할 배송할 수 있는지 알려주세요,faq_how_dlv,faq_how_dlv
1092,한 주문으로 여러 장소로 배송이 가능한가요,faq_how_dlv,faq_how_dlv
1093,주문을 다수의 주소로 배송하는 것이 가능한지요,faq_how_dlv,faq_how_dlv
1094,하나의 주문으로 다수의 배송지로 보내는 것이 가능한가요,faq_how_dlv,faq_how_dlv
1095,여러 곳에 상품을 보내려면 어떻게 해야 하나요,faq_how_dlv,faq_how_dlv
1096,주문을 여러 곳으로 동시에 배송하는 방법이 있을까요,faq_how_dlv,faq_how_dlv
1097,한 번에 여러 곳으로 상품을 보내는 옵션이 있나요,faq_how_dlv,faq_how_dlv
1098,주문을 여러 곳으로 배송할 때에는 어떤 절차를 거쳐야 하나요,faq_how_dlv,faq_how_dlv
1099,다중 배송 가능 여부와 추가 비용에 대해 알려주세요,faq_how_dlv,faq_how_dlv
1100,"반품 배송비가 두 번 청구된 것 같은데요, 확인 부탁드려요",shipping_fee_twice,shipping_fee_twice
1101,물품 반품 시 배송비가 두 번 청구된 것 같아 문의드립니다,shipping_fee_twice,shipping_fee_twice
1102,"반품 배송비가 중복으로 청구된 거 같은데, 확인 가능할까요",shipping_fee_twice,shipping_fee_twice
1103,반품 시 배송비가 두 번 청구된 것 같아서 문의드립니다,shipping_fee_twice,shipping_fee_twice
1104,물건을 반품했는데 배송비가 두 번 청구된 것 같아요. 확인 부탁드립니다,shipping_fee_twice,shipping_fee_twice
1105,물건을 반품했는데 반품 배송비가 두 번 청구된 것 같아 문의드립니다,shipping_fee_twice,shipping_fee_twice
1106,물건을 반품했는데 배송비가 두 번 청구된 것 같습니다. 확인 좀 부탁드려요,shipping_fee_twice,shipping_fee_twice
1107,"반품 배송비가 두 번 청구된 것 같은데, 원인을 알 수 있을까요",shipping_fee_twice,shipping_fee_twice
1108,"반품 시 배송비가 중복으로 청구된 거 같은데, 확인 좀 부탁드립니다",shipping_fee_twice,shipping_fee_twice
1109,반품한 상품에 대한 배송비가 중복으로 청구된 것 같아서 문의드립니다,shipping_fee_twice,shipping_fee_twice
1110,"반품한 상품에 대한 배송비가 두 번 청구된 것 같은데, 확인 부탁드립니다",shipping_fee_twice,shipping_fee_twice
1111,반품 배송비가 중복으로 청구된 것 같아서 확인 좀 부탁드립니다,shipping_fee_twice,shipping_fee_twice
1112,배송비 두번 나간 이유가 뭐에요,shipping_fee_twice,shipping_fee_twice
1113,배송비가 두번 나간거 같은데 맞나요,shipping_fee_twice,shipping_fee_twice
1114,아니 왜 배송비가 두번 나가는거죠,shipping_fee_twice,shipping_fee_twice
1115,배송비 동봉했는데 또 배송비가 나갔어요,shipping_fee_twice,shipping_fee_twice
1116,배송비 입금했는데 배송비가 차감된 거 같아요,shipping_fee_twice,shipping_fee_twice
1117,배송비가 차감됐는데 이러면 제가 두번 낸 거 아닌가요,shipping_fee_twice,shipping_fee_twice
1118,배송비 두번 가져간 거 같은데 확인해주세요,shipping_fee_twice,shipping_fee_twice
1119,배송비가 왜 두번 결제되는거죠,shipping_fee_twice,shipping_fee_twice
1120,배송비 이중으로 청구되는게 맞나요,shipping_fee_twice,shipping_fee_twice
1121,배송비가 이중으로 청구되었어요 확인 좀 해주세요,shipping_fee_twice,shipping_fee_twice
1122,배송비가 이중 청구되었어요 확인 좀 부탁드려요,shipping_fee_twice,shipping_fee_twice
1123,배송비가 이중 청구된 거 같은데요,shipping_fee_twice,shipping_fee_twice
1124,배송비를 두번 낸 거 같은데 확인해주세요,shipping_fee_twice,shipping_fee_twice
1125,배송비가 두번 나간 거 같아요,shipping_fee_twice,shipping_fee_twice
1126,배송비 두번 청구된 거 같은데 환불해주세요,shipping_fee_twice,shipping_fee_twice
1127,배송비 이중 청구됐어요 환불해주세요,shipping_fee_twice,shipping_fee_twice
1128,반품하는데 배송비가 두번 나갔어요 환불가능한가요,shipping_fee_twice,shipping_fee_twice
1129,배송비가 두번 나간 이유가 뭔지 알려주세요,shipping_fee_twice,shipping_fee_twice
1130,반품 배송비 동봉했는데 차감이 또 됐네요,shipping_fee_twice,shipping_fee_twice
1131,반품 배송비 동봉한거 다시 돌려주던지 환불을 해주세요,shipping_fee_twice,cs_how_rfd
1132,반품 배송비 이중 청구됐어요 확인 부탁드려요,shipping_fee_twice,shipping_fee_twice
1133,"배송비가 이중 청구됨, 확인 요망",shipping_fee_twice,shipping_fee_twice
1134,배송비가 두번 청구됐어요 판매자하고 연락도 안되고요,shipping_fee_twice,shipping_fee_twice
1135,배송비 두번 청구되는건 아닌거 같은데 확인해주세요,shipping_fee_twice,shipping_fee_twice
1136,배송비가 2번 청구되는게 맞나요,shipping_fee_twice,shipping_fee_twice
1137,배송비 청구 확인해주세요 두번 냈어요,shipping_fee_twice,shipping_fee_twice
1138,반품 배송비 확인해주세요 두번 냈어요,shipping_fee_twice,shipping_fee_twice
1139,반품비가 이중 청구 됐어요 어떻게 된거죠,shipping_fee_twice,shipping_fee_twice
1140,반품비 이중 청구,shipping_fee_twice,shipping_fee_twice
1141,반품비가 두번 나갔어요 어찌된 일이죠,shipping_fee_twice,shipping_fee_twice
1142,반품비 두번 나간거 환불받으려면 어떻게 해요,shipping_fee_twice,shipping_fee_twice
1143,반품비 이중 청구된거 환불받을 수 있나요,shipping_fee_twice,shipping_fee_twice
1144,반품비 이중 청구된거 맞는지 확인 좀 해주세요 환불 받을 수 있는지도요,shipping_fee_twice,shipping_fee_twice
1145,반품비 이중 청구되었는데 어디에 말씀드려야 되나요,shipping_fee_twice,shipping_fee_twice
1146,반품비 이중 청구됐는데 환불해주세요,shipping_fee_twice,shipping_fee_twice
1147,반품비 두번 청구된거 환불 부탁드립니다,shipping_fee_twice,shipping_fee_twice
1148,반품비가 두번 청구된거 같아요,shipping_fee_twice,shipping_fee_twice
1149,반품비 이중 청구된거 같으니 확인 좀 부탁드려요,shipping_fee_twice,shipping_fee_twice
1150,배송 딴데로 갖다주세요,faq_how_dlv_chg,faq_how_dlv_chg
1151,배송중인데 다른데서 받을 수 있게 해주세요,faq_how_dlv_chg,faq_how_dlv_chg
1152,배송중인데 다른데서 받고싶어요,faq_how_dlv_chg,faq_how_dlv_chg
1153,배송지를 잘못 입력해서 예전 집으로 갔는데 어떻게 하나요,faq_how_dlv_chg,faq_how_dlv_chg
1154,배송지가 잘못 되어서 상품을 못 받고 있네요,faq_how_dlv_chg,faq_how_dlv_chg
1155,배송지 오류 안내해줘,faq_how_dlv_chg,cs_sgt_exchrtgs
1156,배송이 다른 주소로 잘못 간 거 같은데 어떻게 해야하나요,faq_how_dlv_chg,faq_how_dlv_chg
1157,물품이 이상한 데로 갔어요,faq_how_dlv_chg,faq_dsat_exch
1158,다른 곳으로 배송되었어요,faq_how_dlv_chg,faq_dsat_dlv
1159,구매한 상품이 다른 주소로 배송된 것 같은데 어떻게 해야 하나요,faq_how_dlv_chg,faq_how_dlv_chg
1160,주소지 오류로 다른 데로 갔는데 받을 방법 없나요,faq_how_dlv_chg,faq_how_dlv_chg
1161,다른주소로 배송되었어요,faq_how_dlv_chg,faq_how_dlv_chg
1162,다른데로 상품이 갔어요,faq_how_dlv_chg,faq_how_dlv_chg
1163,다른 주소로 상품이 배송되었습니다,faq_how_dlv_chg,faq_dsat_exch
1164,상품이 다른 주소로 간것 같아요,faq_how_dlv_chg,faq_how_dlv_chg
1165,상품이 예전 주소로 배송이 되었습니다,faq_how_dlv_chg,faq_how_dlv_chg
1166,이사오기 전 주소지로 갔어요,faq_how_dlv_chg,faq_how_dlv_chg
1167,옛날 주소 입력해서 거기로 잘못 갔어요,faq_how_dlv_chg,faq_how_dlv_chg
1168,예전주소지로 배송완료 문자를 받았어요,faq_how_dlv_chg,faq_how_dlv_chg
1169,예전 주소지에 남아있는 상품 다시 갖고올 수 있나요,faq_how_dlv_chg,faq_how_dlv_chg
1170,예전 주소로 시켜서 잘못 간 상품 받고 싶어요,faq_how_dlv_chg,cs_sgt_exchrtgs
1171,배송지 잘못됐는데,faq_how_dlv_chg,faq_how_dlv_chg
1172,배송지 우짜노,faq_how_dlv_chg,faq_dsat_dlv_nrcv
1173,배송완료인데 우리집 주소가 아니야,faq_how_dlv_chg,faq_dsat_dlv_nrcv
1174,배송완료인데 상품이 없고 주소지가 달라요,faq_how_dlv_chg,cs_qry_ord_de
1175,다른 주소지로배달됐는데 회수하여 받을 수 있나요,faq_how_dlv_chg,faq_how_dlv_chg
1176,다른 데로 간 상품을 다시 우리집 주소로 받을 수 있어요,faq_how_dlv_chg,faq_how_dlv_chg
1177,택배사에 착지변경 접수하면 되나요,faq_how_dlv_chg,faq_how_dlv_chg
1178,착지변경하면 시간이 얼마나 걸리나요,faq_how_dlv_chg,faq_how_dlv_chg
1179,착지변경 하는 방법 알려주세요,faq_how_dlv_chg,faq_how_dlv_chg
1180,착지변경 택배비는 얼마인가요,faq_how_dlv_chg,faq_how_dlv_chg
1181,착지변경 접수하면 금액이 얼마 발생하나요,faq_how_dlv_chg,faq_how_dlv_chg
1182,착지변경 접수하고 싶은데 택배비가 별도 발생하나요,faq_how_dlv_chg,cs_sgt_exchrtgs
1183,착지변경 접수 부탁드립니다,faq_how_dlv_chg,faq_how_dlv_chg
1184,착지변경 신청해주세요,faq_how_dlv_chg,faq_how_dlv_chg
1185,착지변경 신청은 어디로 해야해요,faq_how_dlv_chg,faq_how_dlv_chg
1186,잘못 보냈는데 제가 다시 받을 수 있을까요,faq_how_dlv_chg,faq_how_dlv_chg
1187,주소지를 잘못 입력해서 혹시 상품 다시 받아볼 수 있나요,faq_how_dlv_chg,faq_how_dlv_chg
1188,주소가 예전 주소로 주문을 해서 주문취소 부탁합니다,faq_how_dlv_chg,cs_cncl
1189,배송 잘못 갔어요,faq_how_dlv_chg,faq_how_dlv_chg
1190,교환 완료 됐는데 안와서 보니까 주소가 이전 주소로 보내진 것 같은데요,faq_how_dlv_chg,faq_how_dlv_chg
1191,서울로 이사를 왔는데 주소변경을 안하고 주문을해서 이전 주소로 잘못 배송됐네요 서울 신주소로 받을 수 있는 방법이 있나요,faq_how_dlv_chg,faq_how_dlv_chg
1192,배송지를 잘못 입력해서 상품을 못 받았어요. 수거해서 다른 배송지로 다시 받을 수 있을까요,faq_how_dlv_chg,faq_how_dlv_chg
1193,주소지가 변경되었는데 예전 배송지로 물건이 배송된 것 같습니다,faq_how_dlv_chg,faq_how_dlv_chg
1194,방금 배송지를 잘못 입력했어요,faq_how_dlv_chg,faq_how_dlv_chg
1195,제품이 다른 주소지로 배달되었으니 확인해주세요,faq_how_dlv_chg,faq_how_dlv_chg
1196,다른 주소로 배송되었습니다,faq_how_dlv_chg,faq_how_dlv_chg
1197,이전 주소지로 오배송되었습니다,faq_how_dlv_chg,faq_how_dlv_chg
1198,이미 잘못된 주소로 도착했는데 어떻게 하나요,faq_how_dlv_chg,faq_how_dlv_chg
1199,송장번호가 잘못 출력했는지 다른 곳으로 배송되었네요,faq_how_dlv_chg,faq_how_dlv_chg
