timestamp,page,user,click
2020-07-07 00:00:00,12,78,103
2020-07-07 00:10:00,14,76,108
2020-07-07 00:20:00,15,66,93
2020-07-07 00:30:00,15,71,102
2020-07-07 00:40:00,14,75,101
2020-07-07 00:50:00,15,79,108
2020-07-07 01:00:00,16,77,106
2020-07-07 01:10:00,17,65,85
2020-07-07 01:20:00,16,84,113
2020-07-07 01:30:00,14,88,112
2020-07-07 01:40:00,15,81,103
2020-07-07 01:50:00,15,87,115
2020-07-07 02:00:00,13,88,109
2020-07-07 02:10:00,17,85,119
2020-07-07 02:20:00,17,101,131
2020-07-07 02:30:00,15,85,119
2020-07-07 02:40:00,14,87,116
2020-07-07 02:50:00,15,88,131
2020-07-07 03:00:00,14,78,115
2020-07-07 03:10:00,17,71,88
2020-07-07 03:20:00,15,69,89
2020-07-07 03:30:00,17,72,102
2020-07-07 03:40:00,16,82,109
2020-07-07 03:50:00,17,76,101
2020-07-07 04:00:00,14,77,110
2020-07-07 04:10:00,15,78,98
2020-07-07 04:20:00,12,66,88
2020-07-07 04:30:00,13,82,107
2020-07-07 04:40:00,16,70,92
2020-07-07 04:50:00,15,66,92
2020-07-07 05:00:00,16,73,99
2020-07-07 05:10:00,16,83,117
2020-07-07 05:20:00,14,70,101
2020-07-07 05:30:00,13,74,94
2020-07-07 05:40:00,15,73,109
2020-07-07 05:50:00,17,74,110
2020-07-07 06:00:00,16,81,121
2020-07-07 06:10:00,19,93,130
2020-07-07 06:20:00,18,80,124
2020-07-07 06:30:00,15,75,107
2020-07-07 06:40:00,18,91,132
2020-07-07 06:50:00,15,98,128
2020-07-07 07:00:00,16,70,99
2020-07-07 07:10:00,16,80,107
2020-07-07 07:20:00,11,61,79
2020-07-07 07:30:00,18,79,100
2020-07-07 07:40:00,16,81,118
2020-07-07 07:50:00,14,82,118
2020-07-07 08:00:00,18,102,137
2020-07-07 08:10:00,16,93,134
2020-07-07 08:20:00,17,97,130
2020-07-07 08:30:00,17,99,145
2020-07-07 08:40:00,18,99,147
2020-07-07 08:50:00,18,105,140
2020-07-07 09:00:00,20,117,173
2020-07-07 09:10:00,20,113,169
2020-07-07 09:20:00,16,130,193
2020-07-07 09:30:00,17,122,186
2020-07-07 09:40:00,18,139,182
2020-07-07 09:50:00,17,129,173
2020-07-07 10:00:00,19,141,198
2020-07-07 10:10:00,18,153,201
2020-07-07 10:20:00,19,155,230
2020-07-07 10:30:00,19,154,216
2020-07-07 10:40:00,19,147,210
2020-07-07 10:50:00,16,150,191
2020-07-07 11:00:00,18,101,281
2020-07-07 11:10:00,18,75,267
2020-07-07 11:20:00,20,80,314
2020-07-07 11:30:00,18,64,286
2020-07-07 11:40:00,20,192,282
2020-07-07 11:50:00,20,208,326
2020-07-07 12:00:00,20,231,351
2020-07-07 12:10:00,20,215,308
2020-07-07 12:20:00,20,232,331
2020-07-07 12:30:00,20,206,308
2020-07-07 12:40:00,20,239,342
2020-07-07 12:50:00,20,212,314
2020-07-07 13:00:00,20,272,437
2020-07-07 13:10:00,20,249,361
2020-07-07 13:20:00,20,273,441
2020-07-07 13:30:00,20,275,439
2020-07-07 13:40:00,18,274,428
2020-07-07 13:50:00,20,280,449
2020-07-07 14:00:00,19,273,419
2020-07-07 14:10:00,20,275,417
2020-07-07 14:20:00,20,287,422
2020-07-07 14:30:00,19,107,123
2020-07-07 14:40:00,19,159,199
2020-07-07 14:50:00,19,278,418
2020-07-07 15:00:00,19,242,370
2020-07-07 15:10:00,20,238,376
2020-07-07 15:20:00,18,231,361
2020-07-07 15:30:00,19,242,387
2020-07-07 15:40:00,20,235,372
2020-07-07 15:50:00,20,239,366
2020-07-07 16:00:00,20,215,311
2020-07-07 16:10:00,20,228,331
2020-07-07 16:20:00,19,228,328
2020-07-07 16:30:00,20,222,334
2020-07-07 16:40:00,20,214,344
2020-07-07 16:50:00,20,214,346
2020-07-07 17:00:00,19,164,246
2020-07-07 17:10:00,19,185,261
2020-07-07 17:20:00,20,178,258
2020-07-07 17:30:00,20,176,262
2020-07-07 17:40:00,19,189,263
2020-07-07 17:50:00,19,190,268
2020-07-07 18:00:00,20,175,269
2020-07-07 18:10:00,20,187,298
2020-07-07 18:20:00,19,199,291
2020-07-07 18:30:00,19,190,287
2020-07-07 18:40:00,20,184,263
2020-07-07 18:50:00,17,177,258
2020-07-07 19:00:00,18,136,188
2020-07-07 19:10:00,19,126,181
2020-07-07 19:20:00,19,124,183
2020-07-07 19:30:00,17,127,180
2020-07-07 19:40:00,18,116,173
2020-07-07 19:50:00,18,126,177
2020-07-07 20:00:00,19,95,153
2020-07-07 20:10:00,19,99,157
2020-07-07 20:20:00,20,96,158
2020-07-07 20:30:00,17,99,150
2020-07-07 20:40:00,17,101,139
2020-07-07 20:50:00,15,102,145
2020-07-07 21:00:00,14,74,105
2020-07-07 21:10:00,16,84,130
2020-07-07 21:20:00,12,71,100
2020-07-07 21:30:00,14,75,96
2020-07-07 21:40:00,16,82,106
2020-07-07 21:50:00,16,78,107
2020-07-07 22:00:00,15,83,105
2020-07-07 22:10:00,15,84,118
2020-07-07 22:20:00,16,87,114
2020-07-07 22:30:00,13,62,81
2020-07-07 22:40:00,14,77,103
2020-07-07 22:50:00,16,87,119
2020-07-07 23:00:00,18,89,131
2020-07-07 23:10:00,15,101,136
2020-07-07 23:20:00,18,92,132
2020-07-07 23:30:00,16,90,125
2020-07-07 23:40:00,12,73,99
2020-07-07 23:50:00,14,81,116
2020-07-08 00:00:00,17,82,117
2020-07-08 00:10:00,17,86,108
2020-07-08 00:20:00,13,84,116
2020-07-08 00:30:00,18,72,104
2020-07-08 00:40:00,13,78,111
2020-07-08 00:50:00,16,76,112
2020-07-08 01:00:00,17,75,105
2020-07-08 01:10:00,16,72,106
2020-07-08 01:20:00,13,90,118
2020-07-08 01:30:00,15,72,95
2020-07-08 01:40:00,14,76,115
2020-07-08 01:50:00,15,76,105
2020-07-08 02:00:00,18,75,112
2020-07-08 02:10:00,17,81,107
2020-07-08 02:20:00,13,75,105
2020-07-08 02:30:00,17,86,124
2020-07-08 02:40:00,15,75,107
2020-07-08 02:50:00,15,75,100
2020-07-08 03:00:00,16,93,126
2020-07-08 03:10:00,16,69,102
2020-07-08 03:20:00,14,87,121
2020-07-08 03:30:00,14,85,121
2020-07-08 03:40:00,15,84,114
2020-07-08 03:50:00,13,87,124
2020-07-08 04:00:00,12,84,115
2020-07-08 04:10:00,16,83,114
2020-07-08 04:20:00,12,83,122
2020-07-08 04:30:00,19,90,131
2020-07-08 04:40:00,17,72,105
2020-07-08 04:50:00,16,78,105
2020-07-08 05:00:00,18,74,103
2020-07-08 05:10:00,15,77,112
2020-07-08 05:20:00,16,75,105
2020-07-08 05:30:00,14,86,113
2020-07-08 05:40:00,17,73,93
2020-07-08 05:50:00,17,81,113
2020-07-08 06:00:00,17,89,113
2020-07-08 06:10:00,15,77,104
2020-07-08 06:20:00,17,77,103
2020-07-08 06:30:00,14,71,99
2020-07-08 06:40:00,17,89,128
2020-07-08 06:50:00,13,75,108
2020-07-08 07:00:00,18,90,117
2020-07-08 07:10:00,16,109,133
2020-07-08 07:20:00,17,97,128
2020-07-08 07:30:00,18,81,116
2020-07-08 07:40:00,14,86,110
2020-07-08 07:50:00,17,97,123
2020-07-08 08:00:00,15,94,134
2020-07-08 08:10:00,17,95,130
2020-07-08 08:20:00,15,94,136
2020-07-08 08:30:00,17,94,133
2020-07-08 08:40:00,10,74,98
2020-07-08 08:50:00,14,87,125
2020-07-08 09:00:00,17,116,165
2020-07-08 09:10:00,17,120,183
2020-07-08 09:20:00,20,113,172
2020-07-08 09:30:00,16,114,158
2020-07-08 09:40:00,17,117,166
2020-07-08 09:50:00,16,103,153
2020-07-08 10:00:00,19,147,225
2020-07-08 10:10:00,20,155,227
2020-07-08 10:20:00,17,150,220
2020-07-08 10:30:00,17,157,223
2020-07-08 10:40:00,17,163,244
2020-07-08 10:50:00,17,168,234
2020-07-08 11:00:00,19,186,263
2020-07-08 11:10:00,19,190,269
2020-07-08 11:20:00,19,191,289
2020-07-08 11:30:00,19,169,258
2020-07-08 11:40:00,18,188,269
2020-07-08 11:50:00,20,185,282
2020-07-08 12:00:00,20,210,310
2020-07-08 12:10:00,19,201,303
2020-07-08 12:20:00,20,215,330
2020-07-08 12:30:00,19,218,353
2020-07-08 12:40:00,19,234,338
2020-07-08 12:50:00,20,228,349
2020-07-08 13:00:00,20,265,428
2020-07-08 13:10:00,20,256,397
2020-07-08 13:20:00,19,273,431
2020-07-08 13:30:00,20,273,432
2020-07-08 13:40:00,20,258,423
2020-07-08 13:50:00,20,263,429
2020-07-08 14:00:00,19,266,418
2020-07-08 14:10:00,19,277,405
2020-07-08 14:20:00,19,246,371
2020-07-08 14:30:00,20,258,397
2020-07-08 14:40:00,20,274,404
2020-07-08 14:50:00,20,278,411
2020-07-08 15:00:00,19,242,354
2020-07-08 15:10:00,19,237,358
2020-07-08 15:20:00,20,247,380
2020-07-08 15:30:00,20,257,403
2020-07-08 15:40:00,20,254,388
2020-07-08 15:50:00,19,252,402
2020-07-08 16:00:00,15,118,142
2020-07-08 16:10:00,20,151,211
2020-07-08 16:20:00,20,236,370
2020-07-08 16:30:00,20,231,368
2020-07-08 16:40:00,20,232,336
2020-07-08 16:50:00,20,245,394
2020-07-08 17:00:00,20,212,312
2020-07-08 17:10:00,20,217,316
2020-07-08 17:20:00,19,197,321
2020-07-08 17:30:00,20,214,333
2020-07-08 17:40:00,19,220,340
2020-07-08 17:50:00,17,210,299
2020-07-08 18:00:00,20,190,280
2020-07-08 18:10:00,18,187,291
2020-07-08 18:20:00,18,191,287
2020-07-08 18:30:00,19,176,257
2020-07-08 18:40:00,20,157,253
2020-07-08 18:50:00,20,173,247
2020-07-08 19:00:00,18,130,177
2020-07-08 19:10:00,19,135,183
2020-07-08 19:20:00,17,135,198
2020-07-08 19:30:00,17,132,184
2020-07-08 19:40:00,20,144,209
2020-07-08 19:50:00,18,149,214
2020-07-08 20:00:00,17,93,130
2020-07-08 20:10:00,18,96,137
2020-07-08 20:20:00,19,100,153
2020-07-08 20:30:00,17,94,134
2020-07-08 20:40:00,16,100,145
2020-07-08 20:50:00,19,85,123
2020-07-08 21:00:00,15,76,101
2020-07-08 21:10:00,17,70,95
2020-07-08 21:20:00,15,79,103
2020-07-08 21:30:00,14,72,90
2020-07-08 21:40:00,12,78,102
2020-07-08 21:50:00,16,63,85
2020-07-08 22:00:00,15,77,103
2020-07-08 22:10:00,14,73,94
2020-07-08 22:20:00,16,71,99
2020-07-08 22:30:00,16,77,97
2020-07-08 22:40:00,17,79,107
2020-07-08 22:50:00,13,76,94
2020-07-08 23:00:00,15,82,106
2020-07-08 23:10:00,14,73,94
2020-07-08 23:20:00,15,64,79
2020-07-08 23:30:00,12,71,98
2020-07-08 23:40:00,14,75,102
2020-07-08 23:50:00,16,72,95
2020-07-09 00:00:00,17,79,115
2020-07-09 00:10:00,17,89,119
2020-07-09 00:20:00,15,101,143
2020-07-09 00:30:00,16,79,110
2020-07-09 00:40:00,14,82,110
2020-07-09 00:50:00,16,84,116
2020-07-09 01:00:00,13,89,113
2020-07-09 01:10:00,13,74,117
2020-07-09 01:20:00,15,89,133
2020-07-09 01:30:00,12,82,116
2020-07-09 01:40:00,13,72,97
2020-07-09 01:50:00,12,61,85
2020-07-09 02:00:00,16,89,112
2020-07-09 02:10:00,15,78,97
2020-07-09 02:20:00,16,79,117
2020-07-09 02:30:00,15,67,91
2020-07-09 02:40:00,16,76,103
2020-07-09 02:50:00,14,70,97
2020-07-09 03:00:00,17,75,103
2020-07-09 03:10:00,19,80,110
2020-07-09 03:20:00,16,85,122
2020-07-09 03:30:00,12,64,93
2020-07-09 03:40:00,18,78,112
2020-07-09 03:50:00,15,69,99
2020-07-09 04:00:00,15,71,91
2020-07-09 04:10:00,14,68,88
2020-07-09 04:20:00,19,73,95
2020-07-09 04:30:00,17,67,93
2020-07-09 04:40:00,14,76,106
2020-07-09 04:50:00,16,62,89
2020-07-09 05:00:00,15,87,137
2020-07-09 05:10:00,14,79,112
2020-07-09 05:20:00,16,85,119
2020-07-09 05:30:00,17,79,110
2020-07-09 05:40:00,15,84,116
2020-07-09 05:50:00,15,74,107
2020-07-09 06:00:00,16,93,125
2020-07-09 06:10:00,16,81,103
2020-07-09 06:20:00,17,96,139
2020-07-09 06:30:00,17,86,127
2020-07-09 06:40:00,18,86,133
2020-07-09 06:50:00,17,91,141
2020-07-09 07:00:00,17,90,124
2020-07-09 07:10:00,15,88,120
2020-07-09 07:20:00,16,80,122
2020-07-09 07:30:00,15,83,112
2020-07-09 07:40:00,12,68,98
2020-07-09 07:50:00,18,87,127
2020-07-09 08:00:00,16,98,133
2020-07-09 08:10:00,14,94,132
2020-07-09 08:20:00,14,84,111
2020-07-09 08:30:00,17,96,134
2020-07-09 08:40:00,14,92,134
2020-07-09 08:50:00,16,81,121
2020-07-09 09:00:00,20,141,210
2020-07-09 09:10:00,19,134,202
2020-07-09 09:20:00,15,137,186
2020-07-09 09:30:00,18,125,170
2020-07-09 09:40:00,16,135,197
2020-07-09 09:50:00,18,133,183
2020-07-09 10:00:00,19,137,192
2020-07-09 10:10:00,18,154,215
2020-07-09 10:20:00,16,146,196
2020-07-09 10:30:00,17,145,199
2020-07-09 10:40:00,20,174,251
2020-07-09 10:50:00,18,155,210
2020-07-09 11:00:00,17,178,264
2020-07-09 11:10:00,18,157,232
2020-07-09 11:20:00,18,166,238
2020-07-09 11:30:00,19,190,285
2020-07-09 11:40:00,18,178,256
2020-07-09 11:50:00,16,158,237
2020-07-09 12:00:00,20,212,339
2020-07-09 12:10:00,19,216,307
2020-07-09 12:20:00,20,194,289
2020-07-09 12:30:00,20,205,286
2020-07-09 12:40:00,17,192,276
2020-07-09 12:50:00,19,228,334
2020-07-09 13:00:00,20,270,423
2020-07-09 13:10:00,18,277,445
2020-07-09 13:20:00,20,267,426
2020-07-09 13:30:00,19,280,443
2020-07-09 13:40:00,20,268,433
2020-07-09 13:50:00,20,262,421
2020-07-09 14:00:00,20,268,419
2020-07-09 14:10:00,20,293,466
2020-07-09 14:20:00,20,253,380
2020-07-09 14:30:00,19,263,394
2020-07-09 14:40:00,19,276,429
2020-07-09 14:50:00,20,281,405
2020-07-09 15:00:00,19,270,383
2020-07-09 15:10:00,20,268,413
2020-07-09 15:20:00,20,254,386
2020-07-09 15:30:00,20,261,398
2020-07-09 15:40:00,19,252,369
2020-07-09 15:50:00,20,218,336
2020-07-09 16:00:00,20,191,287
2020-07-09 16:10:00,20,204,288
2020-07-09 16:20:00,19,211,322
2020-07-09 16:30:00,20,223,335
2020-07-09 16:40:00,18,211,310
2020-07-09 16:50:00,17,217,337
2020-07-09 17:00:00,19,195,296
2020-07-09 17:10:00,19,202,318
2020-07-09 17:20:00,20,195,290
2020-07-09 17:30:00,18,194,286
2020-07-09 17:40:00,19,190,296
2020-07-09 17:50:00,20,207,322
2020-07-09 18:00:00,19,188,265
2020-07-09 18:10:00,16,182,246
2020-07-09 18:20:00,19,183,262
2020-07-09 18:30:00,19,202,290
2020-07-09 18:40:00,20,187,296
2020-07-09 18:50:00,20,175,243
2020-07-09 19:00:00,20,119,181
2020-07-09 19:10:00,18,140,200
2020-07-09 19:20:00,18,114,160
2020-07-09 19:30:00,16,126,182
2020-07-09 19:40:00,18,129,173
2020-07-09 19:50:00,19,140,200
2020-07-09 20:00:00,17,97,134
2020-07-09 20:10:00,16,89,126
2020-07-09 20:20:00,16,84,116
2020-07-09 20:30:00,18,99,142
2020-07-09 20:40:00,15,92,133
2020-07-09 20:50:00,17,99,144
2020-07-09 21:00:00,12,83,111
2020-07-09 21:10:00,18,78,110
2020-07-09 21:20:00,14,70,93
2020-07-09 21:30:00,15,76,103
2020-07-09 21:40:00,16,78,113
2020-07-09 21:50:00,16,80,104
2020-07-09 22:00:00,16,93,126
2020-07-09 22:10:00,17,84,111
2020-07-09 22:20:00,15,83,109
2020-07-09 22:30:00,15,93,125
2020-07-09 22:40:00,16,87,117
2020-07-09 22:50:00,16,83,129
2020-07-09 23:00:00,17,94,135
2020-07-09 23:10:00,16,76,112
2020-07-09 23:20:00,19,78,112
2020-07-09 23:30:00,17,95,143
2020-07-09 23:40:00,16,85,115
2020-07-09 23:50:00,15,86,125
2020-07-10 00:00:00,15,73,108
2020-07-10 00:10:00,17,86,137
2020-07-10 00:20:00,17,82,109
2020-07-10 00:30:00,13,87,118
2020-07-10 00:40:00,17,88,117
2020-07-10 00:50:00,18,76,112
2020-07-10 01:00:00,16,83,116
2020-07-10 01:10:00,18,105,142
2020-07-10 01:20:00,17,102,142
2020-07-10 01:30:00,15,92,129
2020-07-10 01:40:00,15,98,133
2020-07-10 01:50:00,15,103,145
2020-07-10 02:00:00,15,69,103
2020-07-10 02:10:00,14,75,117
2020-07-10 02:20:00,16,73,107
2020-07-10 02:30:00,15,74,91
2020-07-10 02:40:00,13,61,91
2020-07-10 02:50:00,16,72,97
2020-07-10 03:00:00,13,77,114
2020-07-10 03:10:00,15,79,107
2020-07-10 03:20:00,16,76,106
2020-07-10 03:30:00,16,70,96
2020-07-10 03:40:00,15,89,123
2020-07-10 03:50:00,13,79,112
2020-07-10 04:00:00,16,70,89
2020-07-10 04:10:00,13,65,83
2020-07-10 04:20:00,15,74,103
2020-07-10 04:30:00,19,76,95
2020-07-10 04:40:00,17,70,101
2020-07-10 04:50:00,16,67,89
2020-07-10 05:00:00,15,82,107
2020-07-10 05:10:00,18,94,127
2020-07-10 05:20:00,18,91,126
2020-07-10 05:30:00,14,81,104
2020-07-10 05:40:00,14,87,123
2020-07-10 05:50:00,15,77,106
2020-07-10 06:00:00,18,87,120
2020-07-10 06:10:00,20,95,143
2020-07-10 06:20:00,18,98,135
2020-07-10 06:30:00,17,85,117
2020-07-10 06:40:00,19,85,125
2020-07-10 06:50:00,17,81,110
2020-07-10 07:00:00,19,99,143
2020-07-10 07:10:00,14,105,160
2020-07-10 07:20:00,18,93,128
2020-07-10 07:30:00,14,92,121
2020-07-10 07:40:00,16,99,133
2020-07-10 07:50:00,17,86,135
2020-07-10 08:00:00,12,79,111
2020-07-10 08:10:00,16,73,104
2020-07-10 08:20:00,13,83,99
2020-07-10 08:30:00,16,69,96
2020-07-10 08:40:00,11,75,102
2020-07-10 08:50:00,14,86,110
2020-07-10 09:00:00,17,132,178
2020-07-10 09:10:00,17,125,175
2020-07-10 09:20:00,15,119,161
2020-07-10 09:30:00,20,131,178
2020-07-10 09:40:00,17,130,199
2020-07-10 09:50:00,18,147,198
2020-07-10 10:00:00,15,130,177
2020-07-10 10:10:00,9,31,33
2020-07-10 10:20:00,19,164,237
2020-07-10 10:30:00,18,162,239
2020-07-10 10:40:00,20,149,221
2020-07-10 10:50:00,20,151,225
2020-07-10 11:00:00,19,171,262
2020-07-10 11:10:00,19,200,294
2020-07-10 11:20:00,19,181,280
2020-07-10 11:30:00,20,176,282
2020-07-10 11:40:00,20,178,276
2020-07-10 11:50:00,18,176,266
2020-07-10 12:00:00,20,242,376
2020-07-10 12:10:00,20,233,359
2020-07-10 12:20:00,17,238,379
2020-07-10 12:30:00,20,242,382
2020-07-10 12:40:00,18,235,359
2020-07-10 12:50:00,19,230,350
2020-07-10 13:00:00,19,267,420
2020-07-10 13:10:00,20,286,452
2020-07-10 13:20:00,20,265,394
2020-07-10 13:30:00,20,260,400
2020-07-10 13:40:00,20,277,406
2020-07-10 13:50:00,20,283,455
2020-07-10 14:00:00,20,279,428
2020-07-10 14:10:00,20,265,376
2020-07-10 14:20:00,18,260,395
2020-07-10 14:30:00,20,303,448
2020-07-10 14:40:00,20,285,434
2020-07-10 14:50:00,20,259,398
2020-07-10 15:00:00,20,252,393
2020-07-10 15:10:00,20,265,417
2020-07-10 15:20:00,19,265,412
2020-07-10 15:30:00,20,262,394
2020-07-10 15:40:00,19,117,407
2020-07-10 15:50:00,20,100,423
2020-07-10 16:00:00,19,102,364
2020-07-10 16:10:00,20,183,375
2020-07-10 16:20:00,16,218,324
2020-07-10 16:30:00,20,245,380
2020-07-10 16:40:00,19,252,369
2020-07-10 16:50:00,20,225,352
2020-07-10 17:00:00,20,218,352
2020-07-10 17:10:00,20,207,300
2020-07-10 17:20:00,20,214,325
2020-07-10 17:30:00,20,209,322
2020-07-10 17:40:00,20,203,304
2020-07-10 17:50:00,19,220,327
2020-07-10 18:00:00,18,188,270
2020-07-10 18:10:00,20,186,275
2020-07-10 18:20:00,19,189,267
2020-07-10 18:30:00,19,178,294
2020-07-10 18:40:00,19,179,268
2020-07-10 18:50:00,20,171,260
2020-07-10 19:00:00,18,139,199
2020-07-10 19:10:00,19,133,178
2020-07-10 19:20:00,17,135,203
2020-07-10 19:30:00,19,131,186
2020-07-10 19:40:00,18,126,190
2020-07-10 19:50:00,17,116,161
2020-07-10 20:00:00,17,104,150
2020-07-10 20:10:00,17,110,154
2020-07-10 20:20:00,18,105,158
2020-07-10 20:30:00,19,116,174
2020-07-10 20:40:00,17,108,152
2020-07-10 20:50:00,17,109,154
2020-07-10 21:00:00,14,83,119
2020-07-10 21:10:00,17,88,124
2020-07-10 21:20:00,14,72,94
2020-07-10 21:30:00,14,86,118
2020-07-10 21:40:00,16,91,122
2020-07-10 21:50:00,17,82,114
2020-07-10 22:00:00,15,88,109
2020-07-10 22:10:00,16,84,115
2020-07-10 22:20:00,15,73,106
2020-07-10 22:30:00,18,85,105
2020-07-10 22:40:00,16,90,127
2020-07-10 22:50:00,13,68,89
2020-07-10 23:00:00,14,94,124
2020-07-10 23:10:00,18,86,119
2020-07-10 23:20:00,13,73,109
2020-07-10 23:30:00,15,93,118
2020-07-10 23:40:00,17,88,125
2020-07-10 23:50:00,14,82,111
2020-07-11 00:00:00,16,81,117
2020-07-11 00:10:00,16,82,116
2020-07-11 00:20:00,15,75,102
2020-07-11 00:30:00,13,78,102
2020-07-11 00:40:00,17,68,95
2020-07-11 00:50:00,14,72,97
2020-07-11 01:00:00,16,97,136
2020-07-11 01:10:00,13,67,85
2020-07-11 01:20:00,16,86,124
2020-07-11 01:30:00,17,81,113
2020-07-11 01:40:00,16,78,112
2020-07-11 01:50:00,14,62,83
2020-07-11 02:00:00,16,79,116
2020-07-11 02:10:00,16,79,105
2020-07-11 02:20:00,12,73,96
2020-07-11 02:30:00,16,71,97
2020-07-11 02:40:00,10,71,90
2020-07-11 02:50:00,14,82,119
2020-07-11 03:00:00,18,71,125
2020-07-11 03:10:00,15,85,119
2020-07-11 03:20:00,16,68,96
2020-07-11 03:30:00,16,77,112
2020-07-11 03:40:00,15,80,108
2020-07-11 03:50:00,16,84,111
2020-07-11 04:00:00,18,89,126
2020-07-11 04:10:00,16,92,118
2020-07-11 04:20:00,14,96,126
2020-07-11 04:30:00,16,85,115
2020-07-11 04:40:00,17,95,133
2020-07-11 04:50:00,18,101,136
2020-07-11 05:00:00,16,73,90
2020-07-11 05:10:00,17,61,90
2020-07-11 05:20:00,16,72,103
2020-07-11 05:30:00,15,79,103
2020-07-11 05:40:00,17,64,95
2020-07-11 05:50:00,17,72,97
2020-07-11 06:00:00,15,87,123
2020-07-11 06:10:00,20,88,116
2020-07-11 06:20:00,12,91,140
2020-07-11 06:30:00,17,96,136
2020-07-11 06:40:00,15,98,138
2020-07-11 06:50:00,16,93,142
2020-07-11 07:00:00,13,67,94
2020-07-11 07:10:00,15,66,92
2020-07-11 07:20:00,14,77,104
2020-07-11 07:30:00,12,75,111
2020-07-11 07:40:00,16,78,118
2020-07-11 07:50:00,15,80,126
2020-07-11 08:00:00,19,95,128
2020-07-11 08:10:00,14,101,129
2020-07-11 08:20:00,18,93,135
2020-07-11 08:30:00,16,89,122
2020-07-11 08:40:00,16,87,133
2020-07-11 08:50:00,15,107,137
2020-07-11 09:00:00,16,116,167
2020-07-11 09:10:00,18,104,152
2020-07-11 09:20:00,18,123,178
2020-07-11 09:30:00,18,128,197
2020-07-11 09:40:00,16,119,174
2020-07-11 09:50:00,18,130,193
2020-07-11 10:00:00,18,165,246
2020-07-11 10:10:00,20,149,238
2020-07-11 10:20:00,19,157,232
2020-07-11 10:30:00,19,156,230
2020-07-11 10:40:00,17,130,212
2020-07-11 10:50:00,20,151,244
2020-07-11 11:00:00,19,163,243
2020-07-11 11:10:00,19,167,242
2020-07-11 11:20:00,18,160,227
2020-07-11 11:30:00,17,160,235
2020-07-11 11:40:00,20,154,241
2020-07-11 11:50:00,18,173,249
